event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
РАППА Экспо Осень 2026,21–22 октября 2026,АЛЬМ-ФАЗА,АЛЬМ-ФАЗА,сопутствующие товары для парков развлечений; тематизация и декор развлекательных зон,Россия,Москва,"Мы надежная команда профессионалов, занимаемся продажей напольных и настенных покрытий – коммерческий ковролин, сценический линолеум, искусственная трава, травяные модульные покрытия, искусственный мох, щетинистые покрытия, автоковролин, домашние коврики, резиновые коврики собственного производства, ковролин для презентаций (выставок), влаговпитывающие коврики и модульные покрытия.",M4,"ВДНХ, павильон 57",сопутствующие товары; тематизация и декор,"alm-faza.ru | | Мы надежная команда профессионалов, занимаемся продажей напольных и настенных покрытий – коммерческий ковролин, сценический линолеум, искусственная трава, травяные модульные покрытия, искусственный мох, щетинистые покрытия, автоковролин, домашние коврики, резиновые коврики собственного производства, ковролин для презентаций (выставок), влаговпитывающие коврики и модульные покрытия.",,https://alm-faza.ru,info@alm-faza.ru,,https://raapa-expo.ru/tproduct/497599382-126836777762-alm-faza,126836777762,keep,"АЛЬМ-ФАЗА | Россия | M4 | сопутствующие товары; тематизация и декор | alm-faza.ru | | Мы надежная команда профессионалов, занимаемся продажей напольных и настенных покрытий – коммерческий ковролин, сценический линолеум, искусственная трава, травяные модульные покрытия, искусственный мох, щетинистые покрытия, автоковролин, домашние коврики, резиновые коврики собственного производства, ковролин для презентаций (выставок), влаговпитывающие коврики и модульные покрытия. | inferred_russian_market_from_ru_domain",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,info@alm-faza.ru,alm-faza.ru,official raapa-expo.ru Tilda store catalogue,,found,https://alm-faza.ru/,public website crawl only; no cookies or forms,info@alm-faza.ru,public website enrichment email
РАППА Экспо Осень 2026,21–22 октября 2026,АТТРАПЛАСТ,АТТРАПЛАСТ,парковые аттракционы; тематизация и декор развлекательных зон,Россия,Барнаул,"Россия, 656012, г. Барнаул, ул. Бриллиантовая, д. 2а; ООО « АТТРАПЛАСТ» - производственная компания, созданная в 2006 г.",D2/1,"ВДНХ, павильон 57",аттракционы; тематизация и декор,"Россия, 656012, г. Барнаул, ул. Бриллиантовая, д. 2а | Тел.: +3852 25-46-91; +79039479691 | E-mail: attraplast@mail.ru | Website: www.attraplast.ru | | ООО « АТТРАПЛАСТ» - производственная компания, созданная в 2006 г. | Основные направления деятельности: | • ПРОИЗВОДСТВО АТТРАКЦИОНОВ | • РЕДИЗАЙН АТТРАКЦИОНОВ | Разрабатываем и производим: | • Экстремальные, семейные и детские аттракционы | • Стеклопластиковые комплекты для аттракционов: «Орбита», «Веселые горки», «Вихрь», «Карнавал», «Солнышко», «Юнга», «Колокольчик», кабины для «Колеса Обозрения» | |",,http://www.attraplast.ru; https://www.attraplast.ru; https://mail.ru,attraplast@mail.ru,+3852 25-46-91; +79039479691,https://raapa-expo.ru/tproduct/497599382-700550291111-attraplast,700550291111,keep,"АТТРАПЛАСТ | Россия | D2/1 | аттракционы; тематизация и декор | Россия, 656012, г. Барнаул, ул. Бриллиантовая, д. 2а | Тел.: +3852 25-46-91; +79039479691 | E-mail: attraplast@mail.ru | Website: www.attraplast.ru | | ООО « АТТРАПЛАСТ» - производственная компания, созданная в 2006 г. | Основные направления деятельности: | • ПРОИЗВОДСТВО АТТРАКЦИОНОВ | • РЕДИЗАЙН АТТРАКЦИОНОВ | Разрабатываем и производим: | • Экстремальные, семейные и детские аттракционы | • Стеклопластиковые комплекты для аттракционов: «Орбита», «Веселые горки», «Вихрь», «Карнавал», «Солнышко», «Юнга», «Колокольчик», кабины для «Колеса Обозрения» | | | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,attraplast@mail.ru,,Attraplast,attraplast@mail.ru,attraplast.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,attraplast@mail.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,Аттракцион-Экспо,Аттракцион-Экспо,парковые аттракционы; водные аттракционы; активити-аттракционы и игровые зоны; интерактивное развлекательное оборудование,Россия,Москва,"Россия, 127238, г. Москва,; Дмитровское шоссе, д. 59, корпус 1, оф. 14",A4/1,"ВДНХ, павильон 57",аттракционы; водные; активити; интерактивные,"Россия, 127238, г. Москва, | Дмитровское шоссе, д. 59, корпус 1, оф. 14 | Тел.: +7 495 136 23 25 | E-mail: info@attraexpo.ru | Website: www.attraexpo.ru | | | Компания «АТТРАКЦИОН-ЭКСПО» предлагает аттракционы ведущих мировых и отечественных производителей, а также оборудование для благоустройства детских игровых площадок и спортивных площадок workout с уникальным дизайном и европейским качеством изготовления под любой масштаб проекта и бюджет. Продукция соответствует всем нормам ГОСТ, СНиП и СанПиН, что подтверждено сертификатами качества, и полностью отвечает требованиям безопасности. Многолетний опыт наших специалистов по проектированию и оснащению городских зон отдыха и развлекательных комплексов по всей России позволяет создавать качественные и разноплановые проекты.",,http://www.attraexpo.ru; https://www.attraexpo.ru; https://attraexpo.ru,info@attraexpo.ru,+7 495 136 23 25,https://raapa-expo.ru/tproduct/497599382-738288507621-attraktsion-ekspo,738288507621,keep,"Аттракцион-Экспо | Россия | A4/1 | аттракционы; водные; активити; интерактивные | Россия, 127238, г. Москва, | Дмитровское шоссе, д. 59, корпус 1, оф. 14 | Тел.: +7 495 136 23 25 | E-mail: info@attraexpo.ru | Website: www.attraexpo.ru | | | Компания «АТТРАКЦИОН-ЭКСПО» предлагает аттракционы ведущих мировых и отечественных производителей, а также оборудование для благоустройства детских игровых площадок и спортивных площадок workout с уникальным дизайном и европейским качеством изготовления под любой масштаб проекта и бюджет. Продукция соответствует всем нормам ГОСТ, СНиП и СанПиН, что подтверждено сертификатами качества, и полностью отвечает требованиям безопасности. Многолетний опыт наших специалистов по проектированию и | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,info@attraexpo.ru,attraexpo.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,info@attraexpo.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,Аттракционы России,Аттракционы России,активити-аттракционы и игровые зоны; интерактивное развлекательное оборудование; сопутствующие товары для парков развлечений,Россия,Москва,"Россия,; 119361, г. Москва,; Наташи Ковшовой ул., д. 14, стр.1, эт.3, пом.2",E2/2,"ВДНХ, павильон 57",активити; интерактивные; сопутствующие товары,"Россия, | 119361, г. Москва, | Наташи Ковшовой ул., д. 14, стр.1, эт.3, пом.2 | Тел.: +7 495 772 96 74 | E-mail: delo@attros.ru | Website: www.superpiar.com | | Компания «Аттракционы России» осуществляет поставки аттракционного и спортивно-развлекательного оборудования. В товарной линейке компании более 2000 наименований аттракционов, оборудования и инвентаря. Это детские и семейные, надувные и электромеханические, водные и экстремальные аттракционы. Одно из главных преимуществ наших аттракционов - их безопасность и высокая окупаемость. | Наша продукция используется для организации различных праздничных, корпоративных, спортивно-развлекательных и других культурно-массовых мероприятий, как с участием детей, так и взрослых. Нашу продукцию можно увидеть в детских дошкольных и школьных учреждениях, детских лагерях, пансионатах и домах отдыха, клубах и торгово-развлекательных центрах, парках и стадионах. Мы гарантируем высокое качество нашей продукции и сервисное сопровождение на протяжении всего жизненного цикла. | |",,http://www.superpiar.com; https://www.superpiar.com; https://attros.ru,delo@attros.ru,+7 495 772 96 74,https://raapa-expo.ru/tproduct/497599382-730307708271-attraktsioni-rossii,730307708271,keep,"Аттракционы России | Россия | E2/2 | активити; интерактивные; сопутствующие товары | Россия, | 119361, г. Москва, | Наташи Ковшовой ул., д. 14, стр.1, эт.3, пом.2 | Тел.: +7 495 772 96 74 | E-mail: delo@attros.ru | Website: www.superpiar.com | | Компания «Аттракционы России» осуществляет поставки аттракционного и спортивно-развлекательного оборудования. В товарной линейке компании более 2000 наименований аттракционов, оборудования и инвентаря. Это детские и семейные, надувные и электромеханические, водные и экстремальные аттракционы. Одно из главных преимуществ наших аттракционов - их безопасность и высокая окупаемость. | Наша продукция используется для организации различных праздничных, корпоративных, спортивно-развлекательн | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,delo@attros.ru,attros.ru; superpiar.com,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,delo@attros.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,"АэроМир, ПП","АэроМир, ПП",парковые аттракционы; активити-аттракционы и игровые зоны; тематизация и декор развлекательных зон,Россия,Екатеринбург,"Россия,; 620016, г. Екатеринбург,; Академика Вонсовского ул.,; строение 1а, оф. 23",A2/1,"ВДНХ, павильон 57",аттракционы; активити; тематизация и декор,"Россия, | 620016, г. Екатеринбург, | Академика Вонсовского ул., | строение 1а, оф. 23 | Тел./Факс: +7343 302 17 62 | E-mail: info@airmir.ru | Website: www.airmir.ru | | ООО «ПП «АэроМир» — российский производитель надувных аттракционов и пневмоконструкций для событийной индустрии, городской среды и брендинга. Основана в 2008 году. Производственная база — Екатеринбург: собственные цеха пошива лёгких и тяжёлых материалов, обработки дерева и металла, участок полноцветной УФ-печати, 3D-проектирование и инженерный контроль качества. | Продуктовые направления: | • Надувные аттракционы, аэропарки; | • Надувные арки и сцены, мобильные шатры и укрытия; | • Фотозоны и «чудо-шары»; | • Командные ивент-игры | • Мягкие модули; | • Рекламные пневмофигуры, шары, аэромены и аэрофонтаны; | • Специализированные решения для дрон-рейсинга; | • Тематические комплекты декора для ТРЦ и городских праздников. | Стандарты и безопасность: соответствие ТР ЕАЭС 038/2016, ГОСТ Р 53487-2009; регламенты монтажа/эксплуатации, гарантийная и сервисная поддержка. | Клиенты и проекты: муниципалитеты, парки, ТРЦ, ивент-агентства, корпоративные заказчики. География поставок — РФ и страны СНГ, ЕАЭС. | Отраслевое признание: Золотые медали РАППА ЭКСПО за лучшую экспозицию, Всероссийская премия ""Парки России"", Международная премия Golden Pony. | Миссия: создавать масштабные, безопасные и экономически эффективные визуальные решения, которые усиливают впечатления гостей и ценность событий для городов и брендов.",,http://www.airmir.ru/; https://www.airmir.ru; https://airmir.ru,info@airmir.ru,+7343 302 17 62; 53487-2009,https://raapa-expo.ru/tproduct/497599382-111024732661-aeromir-pp,111024732661,keep,"АэроМир, ПП | Россия | A2/1 | аттракционы; активити; тематизация и декор | Россия, | 620016, г. Екатеринбург, | Академика Вонсовского ул., | строение 1а, оф. 23 | Тел./Факс: +7343 302 17 62 | E-mail: info@airmir.ru | Website: www.airmir.ru | | ООО «ПП «АэроМир» — российский производитель надувных аттракционов и пневмоконструкций для событийной индустрии, городской среды и брендинга. Основана в 2008 году. Производственная база — Екатеринбург: собственные цеха пошива лёгких и тяжёлых материалов, обработки дерева и металла, участок полноцветной УФ-печати, 3D-проектирование и инженерный контроль качества. | Продуктовые направления: | • Надувные аттракционы, аэропарки; | • Надувные арки и сцены, мобильные шатры и укрытия | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,info@airmir.ru,airmir.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,info@airmir.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,БОЛИД,БОЛИД,активити-аттракционы и игровые зоны; интерактивное развлекательное оборудование; тематизация и декор развлекательных зон; тиры и аркады,Россия,Санкт-Петербург,"Россия,; 192012, г. Санкт-Петербург,; Обуховской Обороны пр., д. 116,; корп. 1, оф. 812/813",A4/5,"ВДНХ, павильон 57",активити; интерактивные; тематизация и декор; сертификация и услуги; тиры и аркады,"Россия, | 192012, г. Санкт-Петербург, | Обуховской Обороны пр., д. 116, | корп. 1, оф. 812/813 | Тел.: +7 812 425 36 41 | Факс: +7 812 425 36 41 | E-mail: sales@bolid-team.ru | Website: bolid.team | | Призовые аркадные и тировые аттракционы под ключ! Поставка мягкой игрушки! | «БОЛИД» сегодня – это не только производитель и поставщик надёжного и рентабельного развлекательного оборудования, но и профессиональная управляющая компания, эксплуатирующая призовые аттракционы в 8-ми городах России. | Реализованы проекты в таких парках как «Сочи парк» и «Остров мечты». | Под брендом ""Мягкий приз"" компания осуществляет поставку мягкой призовой игрушки для аркадных аттракционов, кран-машин и призотек. | Компания «БОЛИД» уже более 20 лет успешно ведёт бизнес в индустрии развлечений! | Обладатель двух премий «Хрустальное колесо» и престижной международной награды «Золотой Пони Москва – 2016» за выдающиеся достижения в индустрии развлечений.",,https://bolid.team/; https://bolid.team; https://bolid-team.ru,sales@bolid-team.ru,+7 812 425 36 41,https://raapa-expo.ru/tproduct/497599382-633944080021-bolid,633944080021,keep,"БОЛИД | Россия | A4/5 | активити; интерактивные; тематизация и декор; сертификация и услуги; тиры и аркады | Россия, | 192012, г. Санкт-Петербург, | Обуховской Обороны пр., д. 116, | корп. 1, оф. 812/813 | Тел.: +7 812 425 36 41 | Факс: +7 812 425 36 41 | E-mail: sales@bolid-team.ru | Website: bolid.team | | Призовые аркадные и тировые аттракционы под ключ! Поставка мягкой игрушки! | «БОЛИД» сегодня – это не только производитель и поставщик надёжного и рентабельного развлекательного оборудования, но и профессиональная управляющая компания, эксплуатирующая призовые аттракционы в 8-ми городах России. | Реализованы проекты в таких парках как «Сочи парк» и «Остров мечты». | Под брендом ""Мягкий приз"" компания осуществляет поставку мягкой призовой игрушки | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,sales@bolid-team.ru,bolid-team.ru; bolid.team,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,sales@bolid-team.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,БЭК-ОФИС,БЭК-ОФИС,сопутствующие товары для парков развлечений; тематизация и декор развлекательных зон,Россия,Казань,"БЭК-ОФИС; Россия,; 420000, г. Казань,; Даурская ул., д. 48 В, пом. 1000; ХИТ — это российская экосистема для автоматизации бизнеса, который работает с людьми: сфера услуг, гостеприимство, индустрия развлечений, wellness и здравоохранение. Это не одна программа, а комплексное решение, которое адаптируется под специфику вашей ниши, объединяя все необходимые инструменты в одном окне. Продукт разработан компанией «БЭК-ОФИС», имеющей 12-летнюю экспертизу в создании цифровых экосистем для бизнеса.",L5,"ВДНХ, павильон 57",сопутствующие товары; тематизация и декор,"БЭК-ОФИС | Россия, | 420000, г. Казань, | Даурская ул., д. 48 В, пом. 1000 | Тел./факс: +78432503151 | E-mail: info@b-office.ru | Website: b-office.ru | | ХИТ — это российская экосистема для автоматизации бизнеса, который работает с людьми: сфера услуг, гостеприимство, индустрия развлечений, wellness и здравоохранение. Это не одна программа, а комплексное решение, которое адаптируется под специфику вашей ниши, объединяя все необходимые инструменты в одном окне. Продукт разработан компанией «БЭК-ОФИС», имеющей 12-летнюю экспертизу в создании цифровых экосистем для бизнеса. | С помощью «ХИТ» можно управлять посещаемостью и гибким ценообразованием, контролировать доступ (включая RFID-браслеты), вести полноценный учет номерного фонда, продаж и складских остатков. Система позволяет настраивать онлайн-запись и расписание мастеров, внедрять электронные истории болезней (для санаториев) и бесшовно интегрироваться с системой маркировки «Честный знак». Глубокая BI-аналитика и дашборды в режиме онлайн дают полную картину бизнеса: от продаж до расчета себестоимости. | |",,https://b-office.ru,info@bmadeco.ru; info@b-office.ru,+78432503151,https://raapa-expo.ru/tproduct/497599382-856777515273-bek-ofis,856777515273,keep,"БЭК-ОФИС | Россия | L5 | сопутствующие товары; тематизация и декор | БЭК-ОФИС | Россия, | 420000, г. Казань, | Даурская ул., д. 48 В, пом. 1000 | Тел./факс: +78432503151 | E-mail: info@b-office.ru | Website: b-office.ru | | ХИТ — это российская экосистема для автоматизации бизнеса, который работает с людьми: сфера услуг, гостеприимство, индустрия развлечений, wellness и здравоохранение. Это не одна программа, а комплексное решение, которое адаптируется под специфику вашей ниши, объединяя все необходимые инструменты в одном окне. Продукт разработан компанией «БЭК-ОФИС», имеющей 12-летнюю экспертизу в создании цифровых экосистем для бизнеса. | С помощью «ХИТ» можно управлять посещаемостью и гибким ценообразовани | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,info@bmadeco.ru; info@b-office.ru,bmadeco.ru; b-office.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,info@bmadeco.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,Воздушный Замок,Воздушный Замок,активити-аттракционы и игровые зоны; сопутствующие товары для парков развлечений; тематизация и декор развлекательных зон; водные аттракционы; надувные аттракционы,Россия,Санкт-Петербург,"Россия,; 193079, г. Санкт-Петербург,; Октябрьская наб., д. 80, корп.1","A1/2, A2/3","ВДНХ, павильон 57",активити; сопутствующие товары; тематизация и декор; водные; надувное,"Россия, | 193079, г. Санкт-Петербург, | Октябрьская наб., д. 80, корп.1 | Тел./Факс: +7 812 44 77 949 | E-mail: market@airpalace.spb.ru | Website: www.airpalace.ru | | Мы занимаемся разработкой и производством детских надувных аттракционов. | Высокое качество, надежность и безопасность – основные принципы производства аттракционов AirPalace. | Мы производим около 1000 наименований аттракционов: аквапарки; батуты, горки, лабиринты; мобильные автодромы; водные аттракционы; бассейны надувные и каркасные; лодочки лопастные; мягкие детские модули; шариковые бассейны; навесы эстрады; рекламные аттракционы и пневмостенды.",,http://www.airpalace.ru; https://www.airpalace.ru; https://airpalace.spb.ru,market@airpalace.spb.ru,+7 812 44 77 949,https://raapa-expo.ru/tproduct/497599382-986038156041-vozdushnii-zamok,986038156041,keep,"Воздушный Замок | Россия | A1/2, A2/3 | активити; сопутствующие товары; тематизация и декор; водные; надувное | Россия, | 193079, г. Санкт-Петербург, | Октябрьская наб., д. 80, корп.1 | Тел./Факс: +7 812 44 77 949 | E-mail: market@airpalace.spb.ru | Website: www.airpalace.ru | | Мы занимаемся разработкой и производством детских надувных аттракционов. | Высокое качество, надежность и безопасность – основные принципы производства аттракционов AirPalace. | Мы производим около 1000 наименований аттракционов: аквапарки; батуты, горки, лабиринты; мобильные автодромы; водные аттракционы; бассейны надувные и каркасные; лодочки лопастные; мягкие детские модули; шариковые бассейны; навесы эстрады; рекламные аттракционы и пневмостенды. | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,market@airpalace.spb.ru,airpalace.spb.ru; airpalace.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,market@airpalace.spb.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,Волгоградские аттракционы,Волгоградские аттракционы,парковые аттракционы; сопутствующие товары для парков развлечений,Россия,Волгоград,"Россия,; 403003, г. Волгоград,; Лесомелиоративная ул., д. 6; Наше предприятие производит следующие виды продукции: колеса обозрения 40м, 30м, автодромы, гидравлические аттракционы, карусели, водные аттракционы, поезда с электроприводом, сборные бассейны с электромоторными лодками, фигуры для оформления парков.",D2/5,"ВДНХ, павильон 57",аттракционы; сопутствующие товары,"Россия, | 403003, г. Волгоград, | Лесомелиоративная ул., д. 6 | Тел./Факс: +7 8442 98 00 00, +7 84468 3 42 08 | E-mail: volgogradattr@yandex.ru | Website: www.attr-volga.ru | | Компания ООО «Волгоградские аттракционы» работает на рынке индустрии развлечений на протяжении более 20 лет. Организация имеет собственные производственные площади и оборудование, а коллектив конструкторов, дизайнеров и художников обеспечивает выпуск высококлассной продукции, которая конкурирует не только с отечественными производителями аттракционной техники, но и с зарубежными аналогами! | Наше предприятие производит следующие виды продукции: колеса обозрения 40м, 30м, автодромы, гидравлические аттракционы, карусели, водные аттракционы, поезда с электроприводом, сборные бассейны с электромоторными лодками, фигуры для оформления парков. | По заказу клиента мы можем разработать новые виды аттракционов, учитывая пожелания по дизайну, цветовому и световому оформлению. В различных городах России мы совместно эксплуатируем парки, где установлены наши аттракционы. География наших партнеров охватывает более чем 60 городов России и стран ближнего зарубежья. | | |",,http://www.attr-volga.ru /; https://www.attr-volga.ru; https://yandex.ru,volgogradattr@yandex.ru,+7 8442 98 00 00; +7 84468 3 42 08,https://raapa-expo.ru/tproduct/497599382-280079607031-volgogradskie-attraktsioni,280079607031,keep,"Волгоградские аттракционы | Россия | D2/5 | аттракционы; сопутствующие товары | Россия, | 403003, г. Волгоград, | Лесомелиоративная ул., д. 6 | Тел./Факс: +7 8442 98 00 00, +7 84468 3 42 08 | E-mail: volgogradattr@yandex.ru | Website: www.attr-volga.ru | | Компания ООО «Волгоградские аттракционы» работает на рынке индустрии развлечений на протяжении более 20 лет. Организация имеет собственные производственные площади и оборудование, а коллектив конструкторов, дизайнеров и художников обеспечивает выпуск высококлассной продукции, которая конкурирует не только с отечественными производителями аттракционной техники, но и с зарубежными аналогами! | Наше предприятие производит следующие виды продукции: колеса обозрения 40м, 30 | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,volgogradattr@yandex.ru,,Волгоградские Аттракционы,volgogradattr@yandex.ru,attr-volga.ru ; attr-volga.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,volgogradattr@yandex.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,Восток,Восток,парковые аттракционы,Россия,Санкт-Петербург,"Россия,; 195009, г. Санкт-Петербург, Минеральная ул, д.32",A4/3,"ВДНХ, павильон 57",аттракционы,"Россия, | 195009, г. Санкт-Петербург, Минеральная ул, д.32 | Тел.: +7 812 640 4611 | E-mail: info@vostokrides.ru | Website: www.vostokrides.ru | | -Производство и продажа аттракционов: | - производство автодромов с бамперкарами | - детские и семейные цепочные карусели | -детские и семейные свадебные карусели | -семейная горка «Гусеница» | -индейская река | -высококвалифицированный монтаж импортных аттракционов | -продажа б\у аттракционов из своих парков | -батуты, тенты, запасные части | |",,http://www.vostokrides.ru; https://www.vostokrides.ru; https://vostokrides.ru,info@vostokrides.ru,+7 812 640 4611,https://raapa-expo.ru/tproduct/497599382-755916997431-vostok,755916997431,keep,"Восток | Россия | A4/3 | аттракционы | Россия, | 195009, г. Санкт-Петербург, Минеральная ул, д.32 | Тел.: +7 812 640 4611 | E-mail: info@vostokrides.ru | Website: www.vostokrides.ru | | -Производство и продажа аттракционов: | - производство автодромов с бамперкарами | - детские и семейные цепочные карусели | -детские и семейные свадебные карусели | -семейная горка «Гусеница» | -индейская река | -высококвалифицированный монтаж импортных аттракционов | -продажа б\у аттракционов из своих парков | -батуты, тенты, запасные части | | | explicit_country",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,info@vostokrides.ru,,Восток,info@vostokrides.ru,vostokrides.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,info@vostokrides.ru,public official catalogue/contact email
РАППА Экспо Осень 2026,21–22 октября 2026,Вудкрафт,Вудкрафт,активити-аттракционы и игровые зоны,Россия,Великий Новгород,г. Великий Новгород,A4/4,"ВДНХ, павильон 57",активити,"г. Великий Новгород | Website: outdoor-team.ru | E-mail: park@outdoor-team.ru | | Наша компания успешно строит верёвочные парки под ключ любой сложности с 2009 года. | На сегодняшний день у нас одно из крупнейший производств в России. | За 16 лет работы нами было реализовано более 240 объектов в 181 городе России и странах СНГ. Работаем как с коммерческими заказчиками: торгово-развлекательные центры, парки для отдыха и развлечений, отели, базы отдыха, горнолыжные курорты, загородные дома, так и с государственными учреждениями: детские оздоровительные лагеря, образовательные организации, городские парки, набережные. | | Наши преимущества: | •⁠ ⁠надежные и проверенные многолетним опытом комплектующие материалы | •⁠ ⁠быстрые сроки изготовления и монтажа | •⁠ ⁠наличие более 10 самых популярных моделей",,https://outdoor-team.ru,park@outdoor-team.ru,,https://raapa-expo.ru/tproduct/497599382-334966954741-vudkraft,334966954741,keep,"Вудкрафт | Россия | A4/4 | активити | г. Великий Новгород | Website: outdoor-team.ru | E-mail: park@outdoor-team.ru | | Наша компания успешно строит верёвочные парки под ключ любой сложности с 2009 года. | На сегодняшний день у нас одно из крупнейший производств в России. | За 16 лет работы нами было реализовано более 240 объектов в 181 городе России и странах СНГ. Работаем как с коммерческими заказчиками: торгово-развлекательные центры, парки для отдыха и развлечений, отели, базы отдыха, горнолыжные курорты, загородные дома, так и с государственными учреждениями: детские оздоровительные лагеря, образовательные организации, городские парки, набережные. | | Наши преимущества: | •⁠ | inferred_russian_market_from_ru_domain",parsed,,2026-09-21T05:13:41Z,rappa-expo-autumn-2026-official-tilda-catalog-signo-v1.0.0,ok,ok,Russia/Russian-market row with qualifying public product/category evidence from official catalogue.,new,,,,,park@outdoor-team.ru,outdoor-team.ru,official raapa-expo.ru Tilda store catalogue,,catalog_email_present,,public email visible in official catalogue row,park@outdoor-team.ru,public official catalogue/contact email
