event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,detail_cache_file,company_inn
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,AKTEX,AKTEX,аккумуляторы,Россия,,"Россия, 665420, г. Иркутск, Иркутская область, г. Свирск, Промучасток, 7/5.",H042,Павильон H,Аккумуляторы,,АКТЕХ; ЗВЕРЬ,https://aktex-trade.com/,info@aktex.ru,+7(3952)55-04-30,https://online.itemf.ru/info/MIMS26/catalog/c6de6de2-300a-e47a-7db4-84e6d2ae61e3/,c6de6de2-300a-e47a-7db4-84e6d2ae61e3,Производитель аккумуляторный батарей,detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,ccc9ffba0438ded7cb3df0763deaf7f6dc33c34bba48ce61e2b24bf666afd4ed,source/detail_pages/detail_c6de6de2-300a-e47a-7db4-84e6d2ae61e3.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,ALLPOWER BATTERY,Allpower Battery,аккумуляторы,Турция,,"Турция, 06510, Анкара, Улица 2177 , Номер 10/Б - 169 , район Соутозу , здание Виа Твинс",H050,Павильон H,Аккумуляторы,,,https://www.allpowerbattery.com.tr/,mariaozdil@allpoweraku.com,+90(501)032-0673,https://online.itemf.ru/info/MIMS26/catalog/b83f213f-cc7f-9e64-49e1-e1701a699c7c/,b83f213f-cc7f-9e64-49e1-e1701a699c7c,"Аккумулятор Allpower был основан в ""Albi Group Inc."" 1976 году и занял прочное место среди ведущих компаний отрасли. Благодаря дополнительным инвестициям, сделанным с момента своего основания, он получил преимущество над своими конкурентами как на национальном, так и на международном рынках. Компания, которая стала одним из самых популярных брендов благодаря своей ориентированной на качество продукции, имеет большие производственные мощности на своих современных производственных площадях. Компания, ориентированная на клиента, придает большое значение качеству и эффективности.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,1d4478b66a09d4271a3435a6554834dc8df640fc127f96edf85fc17a2c86ffc7,source/detail_pages/detail_b83f213f-cc7f-9e64-49e1-e1701a699c7c.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,AM POINT,Am Point,"детали двигателя и трансмиссии, механические автодетали, автомобильные фильтры",Россия,,"Россия, Калужская обл., Боровский р-н, дер.Добрино, пр-д 3-й Восточный, владение 1, Калужская обл., Боровский р-н, дер.Добрино, пр-д 3-й Восточный, владение 1",G099,Павильон G,"Двигатель, Трансмиссия; Стандартные механические детали; Фильтры",,AM.POINT,https://ampoint.pro/,info@ampoint.pro,+7(48438)2-93-50,https://online.itemf.ru/info/MIMS26/catalog/a1a4e1f7-6dba-3482-ccd1-f77137f11c13/,a1a4e1f7-6dba-3482-ccd1-f77137f11c13,"AM POINT/АМ Точка – новое имя российского подразделения компании MAHLE, которая представлена на рынке более века. Под брендом AM POINT производится широкий ассортимент продукции для ремонта и обслуживания легковых и грузовых автомобилей любой марки. Автокомпоненты бренда AM POINT соответствуют самыми строгим стандартам автопроизводителей. Всегда подтверждены международными сертификатами качества, отличаются надежностью и долговечностью.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,7ee0acfdf2adf0ba3046e4e1db344aac1ae5cd7d70bb3315cd693cc9cd2b09dd,source/detail_pages/detail_a1a4e1f7-6dba-3482-ccd1-f77137f11c13.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,ANAND LINERS (INDIA),Anand Liners (India),детали двигателя и трансмиссии,Индия,,"Индия, 360024, RAJKOT, Anand Liners Gate, участок № 237/238, площадки № 3, 4 и 7B, промышленная зона Веравал (Шапар),",F109,Павильон F,"Двигатель, Трансмиссия",,Anand Liners,https://anandliners.com,prashant@anandenterprise.com; sales1@anandenterprise.com,+91(9099)074-907,https://online.itemf.ru/info/MIMS26/catalog/8943b9b3-3f88-c83e-d736-8df87a9060cd/,8943b9b3-3f88-c83e-d736-8df87a9060cd,"Anand Liners (India) Pvt. Ltd. — ведущий производитель и экспортёр компонентов для двигателей с более чем 43-летним опытом работы в отрасли. Компания сертифицирована по стандарту IATF 16949 и обслуживает клиентов в автомобильной, морской, сельскохозяйственной, промышленной и компрессорной отраслях по всему миру. Ассортимент продукции включает гильзы цилиндров, цилиндровые втулки, блоки воздушного охлаждения, клапаны двигателя, седла клапанов, направляющие клапанов, втулки топливных форсунок и другие высокоточные компоненты двигателей. Благодаря пяти производственным предприятиям, современным",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,964a7334af61d8da7032c3d9a9d3741c6a6beeffcd7bcb44128b7666ffcb0316,source/detail_pages/detail_8943b9b3-3f88-c83e-d736-8df87a9060cd.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,ANAND PISTON INTERNATIONAL,Anand Piston International,"автомобильный свет, механические автодетали, автомобильные фильтры",Индия,,"Индия, 282007, Agra, SHASTRIPURAM",F111,Павильон F,"Автомобильный свет, лампы; Стандартные механические детали; Фильтры",,Ананд Пистонс,http://www.anandpistons.com,anandpistons@gmail.com; jaswin@anandpistons.com,+91(9997)193-800,https://online.itemf.ru/info/MIMS26/catalog/33a29443-37b4-b48c-e117-7b84744995b4/,33a29443-37b4-b48c-e117-7b84744995b4,"Компания Anand Pistons была основана покойным Сардаром Таджиндером Сингхом Анандом в 1980 году с целью обеспечения автомобильной отрасли высококачественными поршнями. Предприятие имеет статус официально признанного государством экспортера, а его производственное подразделение — компания Suresh Industries — сертифицировано по стандарту IATF 16949. В настоящее время компания выпускает поршни (в том числе кованые) и поршневые комплекты диаметром до 160 мм для широкого спектра техники: двух- и трехколесных транспортных средств, легковых и коммерческих автомобилей (как легких, так и тяжелых), стр",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,4e06c11ca1ef305b278258aa660e20fbae31ffddf9b0bc4aeb958272d59a0b06,source/detail_pages/detail_33a29443-37b4-b48c-e117-7b84744995b4.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"ANHUI AODEHUA TECHNOLOGY CO., LTD","Anhui Aodehua Technology Co., Ltd","детали двигателя и трансмиссии, детали ходовой и тормозной системы",Китай,,"Россия, 236300, Funan, No. 10, Yunhedong Road, Economic Development Zone, Funan County, Fuyang City, Anhui Province, China",F506,Павильон F,"Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление",,AODH,http://www.aodehuaclutch.com,sale02@aodehuaqp.cn,+86(151)6868-5815,https://online.itemf.ru/info/MIMS26/catalog/8c77df26-ab0c-de71-aed5-4ee1dd1d0fb8/,8c77df26-ab0c-de71-aed5-4ee1dd1d0fb8,"Более 25 лет опыта производства сцеплений Статус высокотехнологичного предприятия государственного уровня Сертификация по стандартам IATF 16949, ISO 14001 и ISO 45001 Производственный комплекс площадью 87 000 м² Передовое оборудование с ЧПУ для производства и испытаний Поставщик OEM-продукции с опытом поставок на мировой рынок Мощный научно-исследовательский потенциал и запатентованные технологии",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,3677a1fd5e24ad6c498b196521351cedf1f49bef439f13c89332cc5066fe00dd,source/detail_pages/detail_8c77df26-ab0c-de71-aed5-4ee1dd1d0fb8.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"ANHUI DYNE AUTO AIR CONDITIONER CO.,LTD","Anhui Dyne Auto Air Conditioner Co.,Ltd","механические автодетали, детали интерьера автомобиля",Китай,,"Китай, 232200, Хуйан, Проспект Шушан номер 36 Шоушйан район, Хуйан город, Анхой провинции",E713,Павильон E,Стандартные механические детали; Интерьер,,,http://www.chinadyne.com,sales01@chinadyne.net,+86(554)4506-085,https://online.itemf.ru/info/MIMS26/catalog/795a677d-bba4-4fd4-19f3-12a1049081e2/,795a677d-bba4-4fd4-19f3-12a1049081e2,"Dyne: ведущий китайский производитель по автомобильным компрессорам кондиционеров. Обладая мировым уровнем научно-исследовательских и производственных компетенций, мы поставляем высококачественную продукцию и услуги клиентам по всему миру.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,537452762c7369dfec17f71c39cc68ccc9b0d9a076d99b7b05f37bc7770040a3,source/detail_pages/detail_795a677d-bba4-4fd4-19f3-12a1049081e2.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"ANHUI GUANRUN AUTOMOBILE STEERING SYSTEM CO.,LTD","Anhui Guanrun Automobile Steering System Co.,Ltd",детали ходовой и тормозной системы,Китай,,"Китай, 245200, Huangshan, No.003,Yangzhi Road,Economic Development Zone, She County, Huangshan city, Anhui province, China",H311,Павильон H,"Ходовая часть, Тормозная система, Рулевое управление",,AIERFU,http://www.aierfu.com,dane@aierfu.com; sales7@aierfu.cc,+86(185)5509-8882,https://online.itemf.ru/info/MIMS26/catalog/5b99ef72-04d1-e74f-43ee-b7f0b9669956/,5b99ef72-04d1-e74f-43ee-b7f0b9669956,"AIERFU STEERING — это профессиональный завод по производству рулевых рейок с более чем 20-летним опытом. Свыше 15 лет компания экспортирует рулевые рейки и их комплектующие на российский рынок, а также активно поставляет продукцию в Европу и США. У нас есть три завода по производству рулевых рейок с годовой мощностью более 2 000 000 штук. На складе имеется более 300 000 рулевых рейок. Ваш заказ будет обработан качественно и оперативно. AIERFU STEERING имеет множество артикулов гидравлических рулевых колонок, электрических рулевых колонок и ручных рулевых колонок. Также компания может производи",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,70f712e647b4e26a55004a03b87cb629200394f58d33d3fb55b006c9cf04d6e3,source/detail_pages/detail_5b99ef72-04d1-e74f-43ee-b7f0b9669956.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"ANHUI HENGXIN AUTOMOTIVE PARTS CO.,LTD","Anhui Hengxin Automotive Parts Co.,Ltd",автомобильные фильтры,Китай,,"Китай, 235200, Аньхой, №3, Северная улица Бинхэ, промышленный парк Цюаньшань, район Фэнчэн, уезд Сяосянь, город Сучжоу, провинция Аньхой, Китай",E825,Павильон E,Фильтры,,,http://www.wanlicheng.com,sales2@wanlicheng.com,,https://online.itemf.ru/info/MIMS26/catalog/110e3bfb-239e-12cc-e809-97e0c0fc6e5f/,110e3bfb-239e-12cc-e809-97e0c0fc6e5f,"АНХУЙ ХЭНСИН АВТОЗАПЧАСТИ ООО – известная промышленная база автомобильных запчастей Китая. Мы являемся высокотехнологичным специализированным производителем полного спектра автомобильных фильтров, осуществляющим научно-исследовательские разработки, производство, продажу и экспорт продукции. На нашем предприятии расположены стандартизированные производственные цеха, штат насчитывает более 150 сотрудников.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,15c81eb6da4c1a884f15e79b6a256de2a52e1653629ab39124e78edab54e37e7,source/detail_pages/detail_110e3bfb-239e-12cc-e809-97e0c0fc6e5f.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"ANHUI SONGDA INTELLIGENT TECHNOLOGY CO., LTD","Anhui Songda Intelligent Technology Co., Ltd",детали ходовой и тормозной системы,Китай,,"Китай, 237200, города Луань, Перекрещение дороги Jixian и дороги Zhifengshan, зоны экономического развития округа Huoshan, города Lu'an, провинции Anhui, Китай",D505,Павильон D + Малый Пассаж,"Ходовая часть, Тормозная система, Рулевое управление",,,http://www.songdachina.com,christu123@foxmail.com,,https://online.itemf.ru/info/MIMS26/catalog/3f510bb4-e6fe-014e-9008-8643fb00e45a/,3f510bb4-e6fe-014e-9008-8643fb00e45a,"Anhui Songda Intelligent Technology Co., Ltd., инвестированная и основанная в 2024 году Wenzhou Songda Shock Absorber Co., Ltd., расположена в зоне экономического развития Huoshan, городе Lu'an, провинция Anhui. Компания занимает площадь более 40000 квадратных метров и имеет более 200 сотрудников. Имеет современное производственное оборудование и полное вспомогательное оборудование. Мы имеем возможность самостоятельно разрабатывать новую продукцию и производим более 3 миллионов штук амортизаторов каждый год.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,6c910905d761f8293d6b0b5104c2d66819748cfa4cc3c7b1df23612193f3f11a,source/detail_pages/detail_3f510bb4-e6fe-014e-9008-8643fb00e45a.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"AO ""ОКТБ Кристалл""","AO ""ОКТБ Кристалл""","детали двигателя и трансмиссии, детали ходовой и тормозной системы",Россия,,"Россия, 424007, Йошкар-Ола, 424007, Республика Марий Эл, г. Йошкар-Ола, ул. Строителей, д. 93",P036,Пассаж,"Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление",,Кристалл,http://www.oktb-kristall.ru,pm@oktb-kristall.ru,+78362731421,https://online.itemf.ru/info/MIMS26/catalog/8caea76e-1809-7db3-bc8f-2058e7a8ee66/,8caea76e-1809-7db3-bc8f-2058e7a8ee66,"АО “ОКТБ Кристалл” методами порошковой металлургии изготавливает детали для автомобильной промышленности, для электротехники и приборостроения. Основную долю занимают детали гидравлических и газонаполненных амортизаторов. Детали производятся из материалов на основе железа, по ГОСТ 28378. Производится широкий ряд втулок антифрикционного назначения из материалов по ГОСТ 26802. Продукция, выпускаемая предприятием, сертифицирована. Имеются лицензии на производство. На предприятии внедрена система менеджмента качества в соответствии с ISO 9001:2015, сертификат соответствия № IQM-Q-7232.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,f8ca9341b179c2ce4f8aa2c2b8b8cea64270836648fd2638e4e06ba914246a4c,source/detail_pages/detail_8caea76e-1809-7db3-bc8f-2058e7a8ee66.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,APEX,APEX,"автомобильный свет, детали ходовой и тормозной системы, кузовные детали",Россия,,"Россия, 108817, Москва, ВН.ТЕР.Г. ПОСЕЛЕНИЕ ВНУКОВСКОЕ, ЛИКОВА Д., ВЛД. 85, СТР. 1 +7 (999) 599-44-12",F018,Павильон F,"Автомобильный свет, лампы; Ходовая часть, Тормозная система, Рулевое управление; Кузов и его элементы",,APEX,,,+7(999)599-44-12,https://online.itemf.ru/info/MIMS26/catalog/8d8a825b-5948-0304-84ec-5358160db56d/,8d8a825b-5948-0304-84ec-5358160db56d,"Мы продаем запчасти для иномарок оптом и в розницу. Вы можете оформить заказ онлайн или посетить один из наших розничных магазинов. У нас всегда большой выбор запчастей: как оригинальных, так и их качественных аналогов. Наши менеджеры профессионально и быстро помогут в подборе запчастей и оформлении заказа, сделают все, что бы вы остались довольны сотрудничеством и при необходимости обратились к нам снова.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,f80d579691fe1a96bcc142688663c1c351856cbb1e12d5a7d5de2f84686e8989,source/detail_pages/detail_8d8a825b-5948-0304-84ec-5358160db56d.html,
