event_name,company_name,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version
ChemiCos 2026,"GUANGZHOU CHUYU BIOTECHNOLOGY CO., LTD",Китай,Juhuashi Avenue,"No 301, Factory 1, No.333, Juhuashi Avenue, Huadu District Guangzhou Guangdong China",91B43,,КОСМЕТИКА,"Компания Chuyu Cosmetics была основана в 2016 году. Мы находимся в красивом районе Хуаду в Гуанчжоу, провинция Гуандун, Китай. Наша фабрика является профессиональным производителем косметики OEM / ODM, объединяющим исследования и разработки, дизайн, производство и экспортные продажи. Основными направлениями экспорта и переработки продукции компании являются средства по уходу за кожей, волосами, стопами и руками, средства по уходу за телом и соль для ванн. Особенно популярны наши продукты по уходу за ногами и руками. Например, желе для ног, набор для ухода за ногами 4в1, крем для ног и рук, скраб для ног и рук, парафин и т.д., которые экспортируются во многие страны.",,http://www.rainhanhk.com,cathy@rainhanhk.com,8618127813033,https://chemicos.ru/ru/company-card-axe?sendcompany=5786,5786,G,"Компания Chuyu Cosmetics была основана в 2016 году. Мы находимся в красивом районе Хуаду в Гуанчжоу, провинция Гуандун, Китай. Наша фабрика является профессиональным производителем косметики OEM / ODM, объединяющим исследования и разработки, дизайн, производство и экспортные продажи. Основными направлениями экспорта и переработки продукции компании являются средства по уходу за кожей, волосами, стопами и руками, средства по уходу за телом и соль для ванн. Особенно популярны наши продукты по уходу за ногами и руками. Например, желе для ног, набор для ухода за ногами 4в1, крем для ног и рук, скраб для ног и рук, парафин и т.д., которые экспортируются во многие страны. | КОСМЕТИКА",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou HengYu Iron-Printing and Can-Making Co., Ltd",Китай,Zengcheng District,"NO.66 Zhucun West Avenue, 511370, Zengcheng District, Guangzhou City, Guangdong Province, P.R. China",91E56,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, CHEMICOS INDUSTRY, CHEMIPACK","Основанная в 1993 году, компания HengYu базируется в городе Гуанчжоу и стала ведущим производителем аэрозольных баллончиков. Благодаря инвестициям в размере 350 миллионов юаней площадь завода HengYu составляет 50 000 квадратных метров, а штат сотрудников насчитывает более 300 квалифицированных сотрудников. Мы специализируемся на производстве аэрозольных баллончиков и компонентов, включая аэрозольные баллончики, конусообразные и купольные изделия, а также листы жести с печатью Аэрозольный баллончик-Диаметр 45/52/57/60/65/70 мм, годовой объем производства 700 миллионов штук Конус и купол для аэрозольного баллона-Диаметр 45/52/57/60/65/70 мм, годовой объем производства 2 миллиарда Печатный лист жести - годовой объем производства 50 миллионов листов.",HengYu,http://www.hengyuca.com,info@hengyuca.com,+86-20-82853028,https://chemicos.ru/ru/company-card-axe?sendcompany=5774,5774,G,"Основанная в 1993 году, компания HengYu базируется в городе Гуанчжоу и стала ведущим производителем аэрозольных баллончиков. Благодаря инвестициям в размере 350 миллионов юаней площадь завода HengYu составляет 50 000 квадратных метров, а штат сотрудников насчитывает более 300 квалифицированных сотрудников. Мы специализируемся на производстве аэрозольных баллончиков и компонентов, включая аэрозольные баллончики, конусообразные и купольные изделия, а также листы жести с печатью Аэрозольный баллончик-Диаметр 45/52/57/60/65/70 мм, годовой объем производства 700 миллионов штук Конус и купол для аэрозольного баллона-Диаметр 45/52/57/60/65/70 мм, годовой объем производства 2 миллиарда Печатный лист",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou Jieti Biotechnology Co., Ltd",Китай,Building F,"Building F, Sanrui Group, Huadu District, Guangzhou, China 13886021368",91E55,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"Наша основная продукция - гранулы для усиления запаха и стиральные порошки. Гранулы для усиления запаха и капсулы для стирки - популярные средства для стирки, предназначенные для улучшения качества стирки. Ароматизированные гранулы - это маленькие ароматические шарики, которые выделяют аромат во время стирки, придавая одежде свежий запах. Кроме того, он также обладает функциями смягчения одежды и снятия статического электричества. Капсулы для стирки - это капсулы, содержащие моющее средство, кондиционер для белья и ароматизатор, которые обеспечивают удобный и экономичный способ чистки и смягчения одежды. Мы также можем адаптировать рецептуру в соответствии с потребностями клиентов, чтобы продукты обладали более эффективными свойствами, такими как антибактериальные свойства и защита цвета. Оба продукта обеспечивают дополнительное удобство и аромат при стирке.",JIETI,http://www.gzjieti.en.alibaba.com,282789319@qq.com,+86-15797023376,https://chemicos.ru/ru/company-card-axe?sendcompany=5773,5773,G,"Наша основная продукция - гранулы для усиления запаха и стиральные порошки. Гранулы для усиления запаха и капсулы для стирки - популярные средства для стирки, предназначенные для улучшения качества стирки. Ароматизированные гранулы - это маленькие ароматические шарики, которые выделяют аромат во время стирки, придавая одежде свежий запах. Кроме того, он также обладает функциями смягчения одежды и снятия статического электричества. Капсулы для стирки - это капсулы, содержащие моющее средство, кондиционер для белья и ароматизатор, которые обеспечивают удобный и экономичный способ чистки и смягчения одежды. Мы также можем адаптировать рецептуру в соответствии с потребностями клиентов, чтобы про",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Guangzhou Junkai Cleaning Detergen Ltd,Китай,Dongchong Town,"Room 101, Building 8, No.49 Wantai Road, Dongchong Town, Nansha District, Guangzhou City, China",91E53,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"Компания Guangzhou Junkai cleaning detergent ltd, расположенная в Гуанчжоу, Китай.Мы являемся производителем чистящих средств уже более 20 лет.Мы можем предложить товары высокого качества по конкурентоспособной цене. Вот наш веб-сайт alibaba, WB:www.rabitoclean.com надеемся, что наши продукты могут вас заинтересовать. Например, средство для чистки унитазов, канализационных труб, паста для нержавеющей стали, ручка для удаления пятен, отбеливающая ручка, средство для мытья полов и так далее. Бренд ""Rabito"" пользуется популярностью в Китае.Сейчас мы продаем чистящие средства в Южной Азии, Европе, Южной Америке. Мы можем предоставить услуги OEM-производителя, быструю доставку и поддержку заказа образцов. Наш партнер - хорошо известные бренды: Guangzhou Liby, Guangzhou Langqi, Little White Bear и т.д. Я надеюсь, что у нас будет возможность сотрудничать.",SANSO ETC,http://www.rabitoclean.com,maurice@junkerclean.com,13927756513,https://chemicos.ru/ru/company-card-axe?sendcompany=5771,5771,G,"Компания Guangzhou Junkai cleaning detergent ltd, расположенная в Гуанчжоу, Китай.Мы являемся производителем чистящих средств уже более 20 лет.Мы можем предложить товары высокого качества по конкурентоспособной цене. Вот наш веб-сайт alibaba, WB:www.rabitoclean.com надеемся, что наши продукты могут вас заинтересовать. Например, средство для чистки унитазов, канализационных труб, паста для нержавеющей стали, ручка для удаления пятен, отбеливающая ручка, средство для мытья полов и так далее. Бренд ""Rabito"" пользуется популярностью в Китае.Сейчас мы продаем чистящие средства в Южной Азии, Европе, Южной Америке. Мы можем предоставить услуги OEM-производителя, быструю доставку и поддержку заказа ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou Lisun International Commerce Development Co., Ltd",Китай,South Avenue,"China Room 102-211（Building 3, No.230, South Avenue, Huangge Town, Nansha District, Guangzhou City",91F54,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, CHEMICOS INDUSTRY","Guangzhou Liby Enterprise Group Co., Ltd, основанная в 1994 году со штаб-квартирой в Гуанчжоу, является ведущим игроком в китайской повседневной химической промышленности. На протяжении трех десятилетий компания Liby Science and Technology последовательно выступала за возрождение повседневной химической промышленности Китая и стремилась превратить Liby в устойчивый всемирно известный бренд. Стремясь принести здоровье и счастье в каждую семью, группа придерживается ряда ключевых ценностей, основанных на надежности, ответственности, качестве, аутентичности, а также является пионером в области развития повседневной химической промышленности Китая за счет неустанных инноваций.",Liby; Grepower; Soulcool,http://www.liby.com.cn,zhangzy1@liby.com.cn,+86-13825966040,https://chemicos.ru/ru/company-card-axe?sendcompany=5783,5783,G,"Guangzhou Liby Enterprise Group Co., Ltd, основанная в 1994 году со штаб-квартирой в Гуанчжоу, является ведущим игроком в китайской повседневной химической промышленности. На протяжении трех десятилетий компания Liby Science and Technology последовательно выступала за возрождение повседневной химической промышленности Китая и стремилась превратить Liby в устойчивый всемирно известный бренд. Стремясь принести здоровье и счастье в каждую семью, группа придерживается ряда ключевых ценностей, основанных на надежности, ответственности, качестве, аутентичности, а также является пионером в области развития повседневной химической промышленности Китая за счет неустанных инноваций. | ПРОФЕССИОНАЛЬНАЯ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou Lizhituo Plastic Molds Co., Ltd",Китай,China,"China, No.5, Street 1, Fuyong Industrial Zone, Shawan Town, Panyu District, Guangzhou, Guangdong Province",11D707,,ПОСУДА И КУХНЯ,"Guangzhou Lizhituo Plastic Mold Co., Ltd специализируется на производстве высококачественной посуды для питья, включая стаканчики с вакуумной изоляцией из нержавеющей стали и пластиковые бутылки без бисфенола-а. Наша линия из нержавеющей стали обеспечивает сохранение тепла более 12 часов и холода более 24 часов, а пластиковые стаканчики изготовлены из пищевого материала Tritan, который устойчив к разбиванию, его можно мыть в посудомоечной машине и он сертифицирован FDA. Все изделия отличаются герметичным дизайном, большой вместимостью и эргономичными формами, что идеально подходит для ежедневного использования, поездок на природу, занятий в тренажерном зале и кемпинге. Благодаря сертификации ISO 9001, строгому контролю качества и индивидуальным решениям мы поставляем надежную и безопасную посуду для напитков партнерам по всему миру. Ознакомьтесь с нашим полным ассортиментом на сайте tkkbottles.com и добро пожаловать к сотрудничеству!",,http://www.tkkbottles.com,lztfactory@aliyun.com,8613202926491,https://chemicos.ru/ru/company-card-axe?sendcompany=5105,5105,G,"Guangzhou Lizhituo Plastic Mold Co., Ltd специализируется на производстве высококачественной посуды для питья, включая стаканчики с вакуумной изоляцией из нержавеющей стали и пластиковые бутылки без бисфенола-а. Наша линия из нержавеющей стали обеспечивает сохранение тепла более 12 часов и холода более 24 часов, а пластиковые стаканчики изготовлены из пищевого материала Tritan, который устойчив к разбиванию, его можно мыть в посудомоечной машине и он сертифицирован FDA. Все изделия отличаются герметичным дизайном, большой вместимостью и эргономичными формами, что идеально подходит для ежедневного использования, поездок на природу, занятий в тренажерном зале и кемпинге. Благодаря сертификации",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou Magic Crystal Trading Development Co., Ltd",Китай,Zhongcun Street,"Room 101. No.13 Zexi Street, Zhongcun Street, Panyu District, Guangzhou City (Location:1812), China",91F58,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ","В гранулах для ароматизации белья в качестве носителя использовался ПЭГ, содержащий микрокапсулы, ароматизаторы, смягчающие молекулы, бактериостатические агенты и т.д. Для сохранения аромата и выполнения антибактериальных функций был добавлен модифицированный катионный смягчитель на растительной основе, который обеспечивает синергетический эффект с антибактериальным средством и эффективно усиливает антибактериальный эффект. Уменьшают сопротивление трению между волокнами, а также между волокнами и кожей, помогают одежде восстановить естественную эластичность и эффективно снижают образование статического электричества, делают одежду более мягкой и приятной для кожи, позволяют носить ее с максимальным комфортом. использование: Машинная стирка: Налейте это средство в бак для стирки (* Пожалуйста, не насыпайте гранулы в бак для моющего средства или смягчителя, быстро не рекомендуется проводить процедуру стирки), наденьте одежду, добавьте стиральный порошок или другие средства для стирки и начните процедуру стирки. (Рекомендуемая дозировка на один раз около 20-40 г, дозировку можно регулировать.) Ручная стирка: Рекомендуется предварительно замочить на 15-20 минут до полного растворения продукта.",,http://www.m-crystal.com.cn,claire@m-crystal.cn,8615917411307,https://chemicos.ru/ru/company-card-axe?sendcompany=5781,5781,G,"В гранулах для ароматизации белья в качестве носителя использовался ПЭГ, содержащий микрокапсулы, ароматизаторы, смягчающие молекулы, бактериостатические агенты и т.д. Для сохранения аромата и выполнения антибактериальных функций был добавлен модифицированный катионный смягчитель на растительной основе, который обеспечивает синергетический эффект с антибактериальным средством и эффективно усиливает антибактериальный эффект. Уменьшают сопротивление трению между волокнами, а также между волокнами и кожей, помогают одежде восстановить естественную эластичность и эффективно снижают образование статического электричества, делают одежду более мягкой и приятной для кожи, позволяют носить ее с макси",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou Refreshing Tech Co., Ltd",Китай,Sheng Da Guo Ji Building,"#206, Sheng Da Guo Ji Building, Tianyuan Road 401, Tianhe District, Guangzhou city, Guangdong Province, China",91B42,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"Мы производим капсулы для мытья посуды, капсулы для стирки белья, простыни для стирки, таблетки для мытья посуды и другие экологически чистые средства по уходу за домом. У нас налажена полная цепочка поставок для производства капсул для стирки, а также имеется собственная водорастворимая пленка и производственное оборудование.",WCOOL,http://www.laundrypodscare.com,24845513@qq.com,8613926029625,https://chemicos.ru/ru/company-card-axe?sendcompany=5785,5785,G,"Мы производим капсулы для мытья посуды, капсулы для стирки белья, простыни для стирки, таблетки для мытья посуды и другие экологически чистые средства по уходу за домом. У нас налажена полная цепочка поставок для производства капсул для стирки, а также имеется собственная водорастворимая пленка и производственное оборудование. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ | WCOOL",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou Winford Chemical Co., Ltd",Китай,China,"China, No.101A, Building 4, Hongyu Zhihui, No. 333 Juhuashi Avenue, Huadu District, Guangzhou",91F51,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"Мы являемся профессиональным производителем капсул для мытья посуды и капсул для стирки белья в Китае. Мы специализируемся на производстве 3-слойных капсул и обладаем многочисленными патентами на дизайн. Наши капсулы - это фирменный аромат romantic vitality. В соответствии с различными потребностями клиентов они могут быть настроены с точки зрения различных форм, веса, количества полостей и формул и т.д.",,http://www.gzwinford.com,johnson@gdwinpods.com,15360518042,https://chemicos.ru/ru/company-card-axe?sendcompany=5776,5776,G,"Мы являемся профессиональным производителем капсул для мытья посуды и капсул для стирки белья в Китае. Мы специализируемся на производстве 3-слойных капсул и обладаем многочисленными патентами на дизайн. Наши капсулы - это фирменный аромат romantic vitality. В соответствии с различными потребностями клиентов они могут быть настроены с точки зрения различных форм, веса, количества полостей и формул и т.д. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou Xibo Chemical Technology Co., Ltd",Китай,Tianhe District,"Room 1311-1312, No.89 Yanling Road, Tianhe District, Guangzhou, China",91E57,,"КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, CHEMICOS INDUSTRY","Силикон - это синтетический полимер с полуорганической структурой, которая придает ему ряд исключительных свойств, полезных для кожи, включая смазывающую способность, гидрофобность, устойчивость к ультрафиолетовому излучению и превосходную совместимость. Эти свойства делают силиконы ценными ингредиентами для повышения эффективности косметических средств. Ассортимент нашей продукции включает в себя: Пленкообразующую смолу MQ (триметилсилоксисиликат); Смеси смол MQ; Жидкости, модифицированные фенилом; Нециклические силиконовые жидкости; Силиконовые гибридные порошки; Силсесквиоксаны; Эластомерные гели на основе силиконовых смол; Модифицированные полисилоксановые пленкообразователи; и низковязкие силиконовые масла.",,http://www.xjysilicone.com,Vivian@xjysi.com,862087233027,https://chemicos.ru/ru/company-card-axe?sendcompany=5775,5775,G,"Силикон - это синтетический полимер с полуорганической структурой, которая придает ему ряд исключительных свойств, полезных для кожи, включая смазывающую способность, гидрофобность, устойчивость к ультрафиолетовому излучению и превосходную совместимость. Эти свойства делают силиконы ценными ингредиентами для повышения эффективности косметических средств. Ассортимент нашей продукции включает в себя: Пленкообразующую смолу MQ (триметилсилоксисиликат); Смеси смол MQ; Жидкости, модифицированные фенилом; Нециклические силиконовые жидкости; Силиконовые гибридные порошки; Силсесквиоксаны; Эластомерные гели на основе силиконовых смол; Модифицированные полисилоксановые пленкообразователи; и низковязк",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Guangzhou YICUN Technology Development Co., Ltd",Китай,Huangpudong Road,"No.3616, Huangpudong Road, HUANGPU, 510730, Guangzhou, China",91G42,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"Компания Guangzhou Yicun Technology Development Co., Ltd была основана в 2014 году, мы уже 10 лет предлагаем услуги OEM и ODM на нашем собственном заводе. Мы специализируемся на производстве и разработке капсул для стиральных порошков, капсул для посудомоечных машин и многофункциональных моющих средств. У нас богатый опыт сотрудничества с брендами в стране и за рубежом. И Yicun всегда поддерживают высокий уровень профессионализма и инноваций. Наша продукция соответствует стандартам ISO9001, ISO14001, ISO22716, ISO45001, а также имеет множество патентов и сертификатов, таких как REACH, SMETA и др. Стремясь к постоянному обеспечению стабильной и высококачественной продукции, мы располагаем стабильной цепочкой поставок, профессиональной командой по продажам и послепродажному обслуживанию.",,http://,feng@gz-yicun.com,020-82389919,https://chemicos.ru/ru/company-card-axe?sendcompany=5792,5792,G,"Компания Guangzhou Yicun Technology Development Co., Ltd была основана в 2014 году, мы уже 10 лет предлагаем услуги OEM и ODM на нашем собственном заводе. Мы специализируемся на производстве и разработке капсул для стиральных порошков, капсул для посудомоечных машин и многофункциональных моющих средств. У нас богатый опыт сотрудничества с брендами в стране и за рубежом. И Yicun всегда поддерживают высокий уровень профессионализма и инноваций. Наша продукция соответствует стандартам ISO9001, ISO14001, ISO22716, ISO45001, а также имеет множество патентов и сертификатов, таких как REACH, SMETA и др. Стремясь к постоянному обеспечению стабильной и высококачественной продукции, мы располагаем ста",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Gunangdong BingBing Health Care Products Ltd,Китай,Moscow,"Moscow, Flotskaya st., 80/7, premises. 1n",91C22,,ПЕРСОНАЛЬНАЯ ГИГИЕНА,"Bingbing - это группа компаний, основанная в 2001 году, мы объединяем исследования и разработки, производство, OEM / ODM и маркетинг бренда в одно целое. Наша основная продукция - это одноразовые средства гигиены, такие как гигиенические салфетки, тампоны, прокладки для трусиков, влажные салфетки, прокладки для беременных, прокладки от недержания мочи и т.д. Благодаря более чем 20-летним усилиям, профессиональному обслуживанию и превосходной запатентованной технологии Bingbing создала более 200 индивидуальных брендов для более чем 80 стран. Мы также создаем собственные бренды M Beauty, O2 и Glory Gril, которые продаются в крупных розничных сетях по всей России. Для различных каналов доступны гибкие решения.",M Beauty; O2; glory girl; Sparklecare; FlowX,http://www.ladynapkins.com,bingbing.xl@ladynapkins.com,7-977-424-95-39,https://chemicos.ru/ru/company-card-axe?sendcompany=5787,5787,G,"Bingbing - это группа компаний, основанная в 2001 году, мы объединяем исследования и разработки, производство, OEM / ODM и маркетинг бренда в одно целое. Наша основная продукция - это одноразовые средства гигиены, такие как гигиенические салфетки, тампоны, прокладки для трусиков, влажные салфетки, прокладки для беременных, прокладки от недержания мочи и т.д. Благодаря более чем 20-летним усилиям, профессиональному обслуживанию и превосходной запатентованной технологии Bingbing создала более 200 индивидуальных брендов для более чем 80 стран. Мы также создаем собственные бренды M Beauty, O2 и Glory Gril, которые продаются в крупных розничных сетях по всей России. Для различных каналов доступны",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Hainan Kunyuan Life Technology Co., Ltd",Китай,Liby Center,"15th floor, Liby Center,No.2, Luju Road, Liwan, Guangzhou city, Guangdong province, China",91E52,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, CHEMICOS INDUSTRY","Ведущее предприятие в индустрии бытовой химии в Китае. Компания Liby kunyuan специализируется на производстве широкого ассортимента высококачественных чистящих средств, включая капсулы для стирки белья, простыни для стирки белья, стиральный порошок, средства для ручной стирки, таблетки для мытья посуды, чистящую пасту, шарики для чистки унитазов и универсальные влажные салфетки. Наши передовые технологии производства и строгая система контроля качества гарантируют, что наша продукция соответствует самым высоким стандартам производительности и надежности.",,http://www.liby.com.cn,chenmx@liby.com.cn,+86-13710657379,https://chemicos.ru/ru/company-card-axe?sendcompany=5770,5770,H,"Ведущее предприятие в индустрии бытовой химии в Китае. Компания Liby kunyuan специализируется на производстве широкого ассортимента высококачественных чистящих средств, включая капсулы для стирки белья, простыни для стирки белья, стиральный порошок, средства для ручной стирки, таблетки для мытья посуды, чистящую пасту, шарики для чистки унитазов и универсальные влажные салфетки. Наши передовые технологии производства и строгая система контроля качества гарантируют, что наша продукция соответствует самым высоким стандартам производительности и надежности. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, CHEMICOS INDUSTRY",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Hamdi Al-Bakri & Partners co.,Иордания,Shukri Al Ayobi St.,"Billding No. 12, Shukri Al Ayobi St., North Marka, Po. Box 961809 Amman, 11196 Jordan",91D22,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА, CHEMICOS INDUSTRY, CHEMIPACK","Мы предлагаем широкий ассортимент парфюмерной продукции, включая парфюмерные масла, парфюмерные спреи, бахур, благовония и ароматические композиции. Наша продукция создаётся из тщательно отобранных ингредиентов, что обеспечивает высокое качество, стабильность и длительное звучание аромата. Ароматы разработаны для личного и коммерческого использования, сочетая выразительный характер и стабильные стандарты качества для удовлетворения различных потребностей рынка.",ELITE BRAND,http://www. hbp-co.com,bakriinfo1@gmail.com,962796554417,https://chemicos.ru/ru/company-card-axe?sendcompany=5794,5794,H,"Мы предлагаем широкий ассортимент парфюмерной продукции, включая парфюмерные масла, парфюмерные спреи, бахур, благовония и ароматические композиции. Наша продукция создаётся из тщательно отобранных ингредиентов, что обеспечивает высокое качество, стабильность и длительное звучание аромата. Ароматы разработаны для личного и коммерческого использования, сочетая выразительный характер и стабильные стандарты качества для удовлетворения различных потребностей рынка. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА, CHEMICOS INDUSTRY, CHEMIPACK | ELITE BRAND",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,HITERS-PACK,Россия,Ступинский район,"Россия, МО, Ступинский район, промышленная зона Михнево, М4 владение 86",92B63,,"CHEMICOS INDUSTRY, CHEMIPACK","HITERS-PACK – ведущая компания в сфере копакинга, сочетающая высокий профессионализм с современными инновационными решениями. Мы принимаем крупные объемы продукции, аккуратно упаковываем её в соответствии с вашими ТЗ и тщательно расфасовываем по коробкам. Наносим точные штрих-коды и отметки «Честный знак», а также обеспечиваем хранение товара в оптимальных условиях. Мы предлагаем комплексные решения для b2b-сегмента: от создания уникального дизайна упаковки до полного воплощения готового проекта с учётом индивидуальных нужд вашего бренда. Кроме того, доставка осуществляется собственным транспортом точно в назначенное вами место.",,http://hiterspak.ru,info@hiters.ru,+7(965) 458-43-11,https://chemicos.ru/ru/company-card-axe?sendcompany=5751,5751,H,"HITERS-PACK – ведущая компания в сфере копакинга, сочетающая высокий профессионализм с современными инновационными решениями. Мы принимаем крупные объемы продукции, аккуратно упаковываем её в соответствии с вашими ТЗ и тщательно расфасовываем по коробкам. Наносим точные штрих-коды и отметки «Честный знак», а также обеспечиваем хранение товара в оптимальных условиях. Мы предлагаем комплексные решения для b2b-сегмента: от создания уникального дизайна упаковки до полного воплощения готового проекта с учётом индивидуальных нужд вашего бренда. Кроме того, доставка осуществляется собственным транспортом точно в назначенное вами место. | CHEMICOS INDUSTRY, CHEMIPACK",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,"Hunan Resun Auway Industrial Co., Ltd",Китай,Shetang Road,"No.399, Shetang Road, Quantang Street, Changsha, China",91B41,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY","Компания Hunan Resun Auway Industrial Co., Ltd была основана в 2001 году, является крупнейшим производителем в Китае, специализирующимся на исследованиях, производстве и продаже поверхностно-активных веществ на внутреннем и внешнем рынках, и располагает 3 заводами в Шанхае, Чанше и Дунгуане с годовой производительностью более 800 000 тонн. На данный момент мы экспортируем продукцию более чем в 100 стран мира. RSAW ESB70/ZA - это высокоактивный косметический сульфат лаурилового эфира натрия, получаемый путем непрерывного сульфатирования этоксилированного (2EO) спирта тонкой очистки SO3 с последующей нейтрализацией каустической содой. RSAW ESB70/ZA - это универсальное косметическое сырье, широко используемое в рецептурах шампуней, пенных средств для ванн, других туалетных принадлежностей и чистящих средств. RSAW ESB70/ZA особенно полезен в составах с высокой активностью благодаря своей превосходной растворимости и мягкости для кожи.",AW,http://www.hnlcaw.com,billjiang@hnresun.com,8618182115702,https://chemicos.ru/ru/company-card-axe?sendcompany=5784,5784,H,"Компания Hunan Resun Auway Industrial Co., Ltd была основана в 2001 году, является крупнейшим производителем в Китае, специализирующимся на исследованиях, производстве и продаже поверхностно-активных веществ на внутреннем и внешнем рынках, и располагает 3 заводами в Шанхае, Чанше и Дунгуане с годовой производительностью более 800 000 тонн. На данный момент мы экспортируем продукцию более чем в 100 стран мира. RSAW ESB70/ZA - это высокоактивный косметический сульфат лаурилового эфира натрия, получаемый путем непрерывного сульфатирования этоксилированного (2EO) спирта тонкой очистки SO3 с последующей нейтрализацией каустической содой. RSAW ESB70/ZA - это универсальное косметическое сырье, широ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
