event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
HouseHold Expo. Осень 2026,8–10 сентября 2026,Белый кот/White cat,Белый кот/White cat,товары для уборки и хозтовары,Россия,Москва,,10D3-04,"Крокус Экспо, Павильон 2, залы 9-10-11",Хозтовары и уборка,"«Белый кот» — российская компания с более чем 25-летним опытом работы на рынке товаров для дома. Мы специализируемся на разработке и поставке продукции, которая помогает поддерживать чистоту и комфорт без использования агрессивной бытовой химии. Основу ассортимента составляют изделия из высококачественной микрофибры, швабры, салфетки, щетки, системы для уборки, грязезащитные коврики, товары для кухни, ванной комнаты и повседневного ухода за домом... «Белый кот» — российская компания с более чем 25-летним опытом работы на рынке товаров для дома. Мы специализируемся на разработке и поставке продукции, которая помогает поддерживать чистоту и комфорт без использования агрессивной бытовой химии. Основу ассортимента составляют изделия из высококачественной микрофибры, швабры, салфетки, щетки, системы для уборки, грязезащитные коврики, товары для кухни, ванной комнаты и повседневного ухода за домом. Продукция отличается высокой эффективностью, долговечностью и эргономичным дизайном, что делает ежедневную уборку проще, быстрее и экологичнее. Мы сотрудничаем с дилерами, маркетплейсами и корпоративными клиентами по всей России, предлагая выгодные условия партнерства, стабильные поставки и широкий ассортимент востребованных товаров. Многие изделия разработаны с применением современных материалов и технологий, что обеспечивает длительный срок службы и позволяет существенно сократить расход бытовой химии и одноразовых расходных материалов. Сегодня «Белый кот» — это узнаваемый бренд, которому доверяют тысячи покупателей. Наша миссия — делать повседневную жизнь людей комфортнее, предлагая качественные, практичные и экологичные решения для дома. Мы постоянно расширяем ассортимент, следим за мировыми тенденциями и предлагаем продукцию, отвечающую современным требованиям к качеству, безопасности и удобству использования.",,https://white-cat.ru/,info@white-cat.ru,+7-499-719-19-12,https://catalog.hhexpo.ru/companies/company/158556-belyj-kot.html,158556,keep,"Белый кот/White cat | Россия | 10D3-04 | «Белый кот» — российская компания с более чем 25-летним опытом работы на рынке товаров для дома. Мы специализируемся на разработке и поставке продукции, которая помогает поддерживать чистоту и комфорт без использования агрессивной бытовой химии. Основу ассортимента составляют изделия из высококачественной микрофибры, швабры, салфетки, щетки, системы для уборки, грязезащитные коврики, товары для кухни, ванной комнаты и повседневного ухода за домом | categories: Хозтовары и уборка",parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,info@white-cat.ru,white-cat.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,info@white-cat.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,БЕРНЕР,Бернер,кухонные принадлежности,Россия,Москва,,11K4-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Аксессуары и инструменты для кухни,"ООО «Бёрнер Ист» – официальное представительство германских заводов Börner и AxWild в России с 1991 года. С 1956 года немецкие инженеры завода «Börner» работают над улучшением дизайна, эргономики, качества и безопасности овощерезок, проектируют новые модели, скрупулёзно дорабатывают детали. Заводская гарантия на заточку запатентованных ножей-микросеррейторов – нарезка 3-х тонн овощей! «AxWild» – профессиональный подход к кулинарии! Посуда, которой отдают предпочтение именитые шеф-повара, рестораторы и миллионы домохозяек по всему миру. «Börner» и «AxWild»– идеальный выбор для современной кухни!",,,bornermos@gmail.com,+7 495 683-23-73,https://catalog.hhexpo.ru/companies/company/156474-berner.html,156474,keep,"БЕРНЕР | Россия | 11K4-01 | ООО «Бёрнер Ист» – официальное представительство германских заводов Börner и AxWild в России с 1991 года. С 1956 года немецкие инженеры завода «Börner» работают над улучшением дизайна, эргономики, качества и безопасности овощерезок, проектируют новые модели, скрупулёзно дорабатывают детали. Заводская гарантия на заточку запатентованных ножей-микросеррейторов – нарезка 3-х тонн овощей! «AxWild» – профессиональный подход к кулинарии! Посуда, которо | categories: Аксессуары и инструменты для кухни",parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,bornermos@gmail.com,,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,bornermos@gmail.com,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,БОГЕМА,Богема,сервировочная посуда,Россия,Москва,,9B9-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для сервировки,"ООО Богема – официальный представитель в России мировых брендов: REPAST, RCR, Bohemia Crystalite, Crystal Bohemia, Crystalex, Bernadotte, RONA, Neoflam, French Bull и другие, (37 брендов). Специализация: - Поставка основного ассортимента - Поставка промо-ассортимента - Проведение программ лояльности - Производство СТМ Наши партнеры в РФ: - Федеральные сети food и non-food. - Локальные сети. food и non-food. - Маркетплейсы - Сети АЗС. - TV Shop - Отдельно стоящие розничные магазины Преимущества: - Широта ассортимента. - Скорость сборки и доставки - Работа с рекламациями - Маркетинговая поддержка на каждом этапе продаж.",,,775-95-51viktoria@bojema.ru,775-95-51,https://catalog.hhexpo.ru/companies/company/156477-bogema.html,156477,keep,"БОГЕМА | Россия | 9B9-01 | ООО Богема – официальный представитель в России мировых брендов: REPAST, RCR, Bohemia Crystalite, Crystal Bohemia, Crystalex, Bernadotte, RONA, Neoflam, French Bull и другие, (37 брендов). Специализация: - Поставка основного ассортимента - Поставка промо-ассортимента - Проведение программ лояльности - Производство СТМ Наши партнеры в РФ: - Федеральные сети food и non-food. - Локальные сети. food и non-food. - Маркетплейсы - Сети АЗС. - TV Shop - | categories: Посуда для сервировки",parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,775-95-51viktoria@bojema.ru,bojema.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,775-95-51viktoria@bojema.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ВиолетПласт,ВиолетПласт,товары для дома из пластика,Россия,Москва,,10C1-02,"Крокус Экспо, Павильон 2, залы 9-10-11",,"Российская оптово-производственная компания «Виолет», на рынке товаров для дома более 10 лет и зарекомендовала себя как надежный и лояльный партнер. Динамично развивающаяся компания на рынке товаров из пластика и металла, для обустройства дома и офиса, которая тесно связана с бытом и комфортом многих людей. Широкий ассортимент продукции, выпускаемой под торговой маркой «violet» насчитывает более 500 товаров... Российская оптово-производственная компания «Виолет», на рынке товаров для дома более 10 лет и зарекомендовала себя как надежный и лояльный партнер. Динамично развивающаяся компания на рынке товаров из пластика и металла, для обустройства дома и офиса, которая тесно связана с бытом и комфортом многих людей. Широкий ассортимент продукции, выпускаемой под торговой маркой «violet» насчитывает более 500 товаров. География поставок охватывает всю территорию России от Калининграда до Владивостока и страны СНГ. Все товары изготавливаются из высококачественных экологически чистых материалов на современном оборудовании при строгом соответствии требованиям ГОСТ и СТР, предъявляемым к продукции бытового назначения. Начните сотрудничество с надёжным поставщиком Российских товаров народного потребления собственного производства.",,,violetplast@mail.ru,+7 (495) 777-44-55,https://catalog.hhexpo.ru/companies/company/156489-violetplast.html,156489,keep,"ВиолетПласт | Россия | 10C1-02 | Российская оптово-производственная компания «Виолет», на рынке товаров для дома более 10 лет и зарекомендовала себя как надежный и лояльный партнер. Динамично развивающаяся компания на рынке товаров из пластика и металла, для обустройства дома и офиса, которая тесно связана с бытом и комфортом многих людей. Широкий ассортимент продукции, выпускаемой под торговой маркой «violet» насчитывает более 500 товаров... Российская оптово-производственная к",parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,violetplast@mail.ru,,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,violetplast@mail.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,Виртус,Виртус,товары для уборки и хозтовары; системы хранения и органайзеры; декор и предметы интерьера; мебель для дома,Россия,Москва,,11N1-07,"Крокус Экспо, Павильон 2, залы 9-10-11",,"ООО «Виртус» — надежный оптовый партнер в мире премиальных товаров для дома и кухни ООО «Виртус» — это московская оптовая компания с многолетним опытом работы на российском рынке товаров для дома, кухни и сервировки стола. География присутствия и условия сотрудничества: Наш головной офис и складские комплексы расположены в Москве, что позволяет нам оперативно обрабатывать заказы и отгружать товары в кратчайшие сроки... ООО «Виртус» — надежный оптовый партнер в мире премиальных товаров для дома и кухни ООО «Виртус» — это московская оптовая компания с многолетним опытом работы на российском рынке товаров для дома, кухни и сервировки стола. География присутствия и условия сотрудничества: Наш головной офис и складские комплексы расположены в Москве, что позволяет нам оперативно обрабатывать заказы и отгружать товары в кратчайшие сроки. Мы успешно поставляем продукцию по всей территории Российской Федерации, а также в Республику Беларусь и Казахстан. Ключевое преимущество работы с нами — гибкость. В ООО «Виртус» оптовые продажи осуществляются **от любой суммы заказа**, независимо от того, являетесь ли вы крупной торговой сетью или небольшим бутиком. Мы ценим каждого клиента и предлагаем индивидуальный подход, персональные условия сотрудничества и полное сопровождение сделки на всех этапах. Мы предлагаем партнерам ассортимент товаров, закупленных напрямую у ведущих европейских производителей. Однако нашей главной гордостью являются два собственных бренда , которые мы создали и развиваем с нуля: - **Vero** — бренд эксклюзивных предметов декора для стола из натуральной кожи. В линейку входят изысканные плейсматы (салфетки для сервировки), салфетницы, подставки под горячее, вазы и другие аксессуары. Каждое изделие изготавливается из высококачественной прессованной кожи с благородной фактурой. Продукция Vero - ваша возможность получить редкий необычный товар для своего магазина. - **Virtus** — бренд умных и надежных помощников для кухни. Под этой маркой мы выпускаем электроточилки для ножей (бытовые и профессиональные), а также широкий спектр кухонных аксессуаров: диски-переходники для индукционных плит с антипригарным покрытием, многослойные разделочные доски различных размеров, а также мелкие аксессуары. Продукция Virtus создана для тех, кто ценит функциональность, безопасность и долговечность. В нашем каталоге каждый партнер найдет товары под любой запрос: от практичных контейнеров для офисных столовых и функциональных точилок для профессиональных поваров до ваз для цветов и кожаных плейсматов, задающих тон всей сервировке. Мы постоянно расширяем линейки, следуя мировым трендам в области дизайна интерьера и кухонного оснащения, чтобы наши клиенты всегда были на шаг впереди конкурентов. **Почему выбирают ООО «Виртус»** Работая с нами, вы получаете проверенного поставщика с безупречной репутацией в течение 20 лет, понятными условиями и реальным сервисом. Мы гарантируем стабильность поставок, прозрачную отчетность и полное соответствие продукции заявленным характеристикам. ООО «Виртус» — это мост между европейским качеством и российским рынком, созданный для того, чтобы ваш бизнес процветал, а дома ваших клиентов наполнялись красотой, комфортом и уютом. Присоединяйтесь к сообществу партнеров ООО «Виртус» — и убедитесь, что опт может быть не только выгодным, но и вдохновляющим!",,http://1CHEF.RU,info@1chef.ru,+7 (906) 700-05-06,https://catalog.hhexpo.ru/companies/company/160425-virtus.html,160425,keep,"Виртус | Россия | 11N1-07 | ООО «Виртус» — надежный оптовый партнер в мире премиальных товаров для дома и кухни ООО «Виртус» — это московская оптовая компания с многолетним опытом работы на российском рынке товаров для дома, кухни и сервировки стола. География присутствия и условия сотрудничества: Наш головной офис и складские комплексы расположены в Москве, что позволяет нам оперативно обрабатывать заказы и отгружать товары в кратчайшие сроки... ООО «Виртус» — надежный опт",parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,info@1chef.ru,1chef.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,info@1chef.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ИП ВОРОНИНА И.Е.,Воронина И.Е.,декор и предметы интерьера,Россия,Москва,,9B14-01,"Крокус Экспо, Павильон 2, залы 9-10-11","Декор, оформление и предметы интерьера","Студия Ирины Ворониной – это пространство, где искусство обретает форму, цвет и душу. Мы приглашаем вас в удивительное путешествие по миру красоты, где каждое произведение рождается из вдохновения, мастерства и любви к деталям. Наша студия с многолетней историей собрала уникальные работы в редчайших техниках исполнения. Здесь вы найдёте: Литопись – картины на натуральном камне, где текстура минерала становится частью сюжета; Перламутровые картины и украшения – сияющие, переливающиеся всеми оттенками радуги, созданные из морских раковин; Витражную роспись по стеклу – изысканные панно и шахматные коллекции, играющие светом; Классическую живопись – масло, акрил, акварель – для ценителей традиций; Лаковую миниатюру – шкатулки и панно, продолжающие традиции русских промыслов; Картины в технике ЖИКЛЕ Urban-фреска – современная цифровая печать на холсте с фактурой, передающей мазки художника... Студия Ирины Ворониной – это пространство, где искусство обретает форму, цвет и душу. Мы приглашаем вас в удивительное путешествие по миру красоты, где каждое произведение рождается из вдохновения, мастерства и любви к деталям. Наша студия с многолетней историей собрала уникальные работы в редчайших техниках исполнения. Здесь вы найдёте: Литопись – картины на натуральном камне, где текстура минерала становится частью сюжета; Перламутровые картины и украшения – сияющие, переливающиеся всеми оттенками радуги, созданные из морских раковин; Витражную роспись по стеклу – изысканные панно и шахматные коллекции, играющие светом; Классическую живопись – масло, акрил, акварель – для ценителей традиций; Лаковую миниатюру – шкатулки и панно, продолжающие традиции русских промыслов; Картины в технике ЖИКЛЕ Urban-фреска – современная цифровая печать на холсте с фактурой, передающей мазки художника. Мы верим, что искусство должно быть доступным и вдохновляющим. Поэтому наша коллекция – это не просто предметы интерьера, это истории, которые вы можете подарить себе и близким. Каждая работа создаётся с трепетом и вниманием к мельчайшим нюансам. О нас в цифрах: 25 лет опыта – за плечами целая эпоха творческих поисков и открытий. Более 25 000 довольных клиентов доверили нам свои мечты. Более 25 000 выполненных заказов – каждое решение, каждая задача решены с душой. Более 7 000 товаров в наличии – от миниатюрных шкатулок до крупных интерьерных панно. Почему выбирают нас? Эстетика и качество – все произведения проходят строгий отбор, сочетают гармонию формы и содержания. Профессиональное изготовление – собственное производство и современное оборудование гарантируют, что каждая картина, шкатулка или украшение олицетворяют совершенство. Творческое сообщество – присоединяйтесь к нам, и ваша коллекция пополнится уникальными экземплярами, которые станут предметом гордости. Удобство и доступность – мы предлагаем гибкий график работы, подарочные сертификаты, доставку по всей России, а также консультации по подбору идеального подарка или интерьерного решения. Откройте дверь в мир исключительного – в мир, где традиции встречаются с современностью, а каждый предмет наполнен смыслом. Студия Ирины Ворониной ждёт вас, чтобы вместе создать красоту, которая останется с вами на долгие годы.",,https://designarts.ru/,s.i.voronina.art@mail.ru,+79062411112,https://catalog.hhexpo.ru/companies/company/160659-ip-voronina-i-e.html,160659,keep,"ИП ВОРОНИНА И.Е. | Россия | 9B14-01 | Студия Ирины Ворониной – это пространство, где искусство обретает форму, цвет и душу. Мы приглашаем вас в удивительное путешествие по миру красоты, где каждое произведение рождается из вдохновения, мастерства и любви к деталям. Наша студия с многолетней историей собрала уникальные работы в редчайших техниках исполнения. Здесь вы найдёте: Литопись – картины на натуральном камне, где текстура минерала становится частью сюжета; Перламутровые картины | categories: Декор, оформление и предметы интерьера",parsed,,2026-08-24T05:47:17Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,s.i.voronina.art@mail.ru,designarts.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,s.i.voronina.art@mail.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ГУБА,ГУБА,системы хранения и органайзеры,Россия,Москва,,10D2-04,"Крокус Экспо, Павильон 2, залы 9-10-11","Системы хранения, органайзеры","Мы – современное производственное предприятие, специализирующееся на выпуске качественных и доступных пластиковых изделий. С 2000 года наше производство успешно работает в Ивановской области, внося вклад в развитие региона и обеспечивая потребителей надежной продукцией. Миссия Губы - Dekoev – предлагать качественные товары, которые делают каждый дом, сад и торговые точки более организованным, практичным и красивым. Наша философия дизайна и качества – экономия пространства, функциональность, долговечность, современность, безопасность.",,,79263200550@ya.ru,79263200550,https://catalog.hhexpo.ru/companies/company/156507-guba.html,156507,keep,"ГУБА | Россия | 10D2-04 | Мы – современное производственное предприятие, специализирующееся на выпуске качественных и доступных пластиковых изделий. С 2000 года наше производство успешно работает в Ивановской области, внося вклад в развитие региона и обеспечивая потребителей надежной продукцией. Миссия Губы - Dekoev – предлагать качественные товары, которые делают каждый дом, сад и торговые точки более организованным, практичным и красивым. Наша философия дизайна и качест | categories: Системы хранения, органайзеры",parsed,,2026-08-24T05:47:16Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,79263200550@ya.ru,,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,79263200550@ya.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ГАММА-ПЛАСТ,Гамма-Пласт,товары для уборки и хозтовары,Россия,Москва,,10D1-03,"Крокус Экспо, Павильон 2, залы 9-10-11",Хозтовары и уборка,Компания «ГАММА-ПЛАСТ» - лидер в разработке и производстве полимерных композиционных материалов на основе поликарбонатов других полимеров в России. Компания «ГАММА-ПЛАСТ» уже более 10 лет занимает ключевое положение на рынке производства полимерного сырья и разработки композиционных и полимерных материалов в России. Все эти годы мы стойко держим марку качества производимой нами продукции.,,,info@gamma-plast.ru,+7 (495) 348-22-91; +7 (495)348-22-81,https://catalog.hhexpo.ru/companies/company/156495-gamma-plast.html,156495,keep,ГАММА-ПЛАСТ | Россия | 10D1-03 | Компания «ГАММА-ПЛАСТ» - лидер в разработке и производстве полимерных композиционных материалов на основе поликарбонатов других полимеров в России. Компания «ГАММА-ПЛАСТ» уже более 10 лет занимает ключевое положение на рынке производства полимерного сырья и разработки композиционных и полимерных материалов в России. Все эти годы мы стойко держим марку качества производимой нами продукции. | categories: Хозтовары и уборка,parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,repeat,exact normalized email matched current Twenty repeat index,info@gamma-plast.ru,,Гамма Пласт,info@gamma-plast.ru,gamma-plast.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,info@gamma-plast.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ГАРАНТ,Гарант,посуда для приготовления; кухонные принадлежности,Россия,Москва,,11F3-02,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для приготовления; Аксессуары и инструменты для кухни,"Производство и оптовая продажа посуды из литого алюминия, нержавеющей стали, эмалированной посуды.",,,semen-69@mail.ru,+7 (495) 228-64-86,https://catalog.hhexpo.ru/companies/company/156498-garant.html,156498,keep,"ГАРАНТ | Россия | 11F3-02 | Производство и оптовая продажа посуды из литого алюминия, нержавеющей стали, эмалированной посуды. | categories: Посуда для приготовления; Аксессуары и инструменты для кухни",parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,semen-69@mail.ru,,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,semen-69@mail.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ГВУРА (ТМ JARKO),Гвура (Тм Jarko),посуда для приготовления,Россия,Москва,,11K3-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для приготовления,Российское производство стеклянной крышки и посуды с антипригарным покрытием под брендом JARKO. Ежегодный объем выпуска в год более 12 млн штук стеклянной крышки и 5 млн штук посуды.,,https://gvura.ru/main,info@gvura.ru,+7 (3439) 393-515,https://catalog.hhexpo.ru/companies/company/156501-gvura.html,156501,keep,ГВУРА (ТМ JARKO) | Россия | 11K3-01 | Российское производство стеклянной крышки и посуды с антипригарным покрытием под брендом JARKO. Ежегодный объем выпуска в год более 12 млн штук стеклянной крышки и 5 млн штук посуды. | categories: Посуда для приготовления,parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,info@gvura.ru,gvura.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,info@gvura.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,Гласар,Гласар,декор и предметы интерьера; мебель для дома; товары для дачи и благоустройства,Россия,Москва,,9C10-02,"Крокус Экспо, Павильон 2, залы 9-10-11","Декор, оформление и предметы интерьера; Мебель; Дача и благоустройство","Компания «Гласар» была зарегистрирована 22 февраля 1993 года. Основным направлением деятельности компании был импорт столовой посуды французской компании ARC International, выпускавшейся под брендами Luminarc, Arcoroc, Cristal d'Arques. Одновременно с этим компания занималась оптовыми поставками различных товаров народного потребления в розничные сети Москвы, а так же имела договора с клиентами по всей территории РФ... Компания «Гласар» была зарегистрирована 22 февраля 1993 года. Основным направлением деятельности компании был импорт столовой посуды французской компании ARC International, выпускавшейся под брендами Luminarc, Arcoroc, Cristal d'Arques. Одновременно с этим компания занималась оптовыми поставками различных товаров народного потребления в розничные сети Москвы, а так же имела договора с клиентами по всей территории РФ. В 1997 году компания начала сотрудничать с поставщиками из КНР. Было заключено соглашение об эксклюзивном представительстве бренда «Фарфор с бронзой 1895» на территории РФ. Развивались различные направления импорта из стран Азии. 2004 год стал отправной датой развития собственной розничной сети. Магазины под брендом Glasar открывались во всех крупных городах России. Все больше и больше покупателей из различных городов нашей страны могли прикоснуться к роскоши и изысканному стилю, представленному в широком ассортименте собственных магазинов компании. В 2008 наша компания становится официальным дистрибьютором торговой марки PYREX, предлагающей товары для кухни из стекла и металла, за счет чего расширяет и упрочняет свое присутствие на рынке товаров для дома. К 2015 году закрывается последний региональный магазин бренда Glasar. Причиной этому послужил валютный кризис 2014 года, сильно повлиявший на розничную стоимость импортных товаров. Очередной вехой для компании стал 2018 год, когда был заключен первый договор с крупным маркетплейсом товаров для дома. С этого момента вектор развития торговли стал все больше направляться в сторону общемирового тренда онлайн торговли. Наша компания постоянно развивается в направлениях улучшения потребительского сервиса и расширения ассортимента. Наш каталог насчитывает несколько тысяч наименований предметов для оформления вашего дома, офиса, ресторана, отеля или любого другого пространства, где требуется шик и роскошь за разумные деньги. Мы оптимистично смотрим в будущее и готовы следовать трендам и отвечать вызовам нового времени, выстраивая свою модель работы на принципах честности и открытости. Приглашаем и вас стать одними из клиентов нашей компании.",,https://glasar.com,anna@glasar.com,+79856176724,https://catalog.hhexpo.ru/companies/company/156504-glasar.html,156504,keep,"Гласар | Россия | 9C10-02 | Компания «Гласар» была зарегистрирована 22 февраля 1993 года. Основным направлением деятельности компании был импорт столовой посуды французской компании ARC International, выпускавшейся под брендами Luminarc, Arcoroc, Cristal d'Arques. Одновременно с этим компания занималась оптовыми поставками различных товаров народного потребления в розничные сети Москвы, а так же имела договора с клиентами по всей территории РФ... Компания «Гласар» была заре | categories: Декор, оформление и предметы интерьера; Мебель; Дача и благоустройство",parsed,,2026-08-24T05:47:14Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,anna@glasar.com,glasar.com,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,anna@glasar.com,public catalogue/contact email
