event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,detail_cache_file
China Commodity Fair 2026,25–27 августа 2026,"HUAIAN BEST TRADE CO., LTD",Huaian Best Trade,товары для красоты и здоровья,Китай,Москва,"Китай, Huaian, NO.615 North Of Xiangyu RD Huaian City Jiangsu Province",1E01,1,Товары для здоровья и красоты,,,https://best-trade.store.bossgoo.com/,,,https://online.gefera.ru/info/ICF26/catalog/9650ce89-bef5-1575-e76b-060ccd6e70fc/,9650ce89-bef5-1575-e76b-060ccd6e70fc,"Компания «Huaian Bst Trading» основана в 1948 году и специализируется на выпуске зубной пасты, щеток, нити, ополаскивателей и оральных спреев. Предприятие расположено в промышленной зоне Хуайинь города Хуайань провинции Цзянсу, в двадцати минутах от аэропорта, и насчитывает 458 сотрудников, включая 82 технических специалиста, 38 инженеров и 30 контролеров качества. Территория занимает 53 акра, а парк оборудования включает 12 линий по изготовлению пасты и 18 автоматических линий розлива и упаковки, что обеспечивает годовую мощность в 360 миллионов тюбиков пасты и 35 миллионов флаконов ополаскивателей. Имея более десяти лет экспортного опыта, сертификацию ISO9001, GMPC, ISO22716, Халяль и пройдя аудиты Disney и Watsons, фирма поставляет продукцию в Европу, Австралию, Юго-Восточную Азию, на Ближний Восток, в Африку и Южную Америку с ежегодным экспортом свыше трех миллионов долларов. Следуя философии «клиент на первом месте, создаем взаимную выгоду», компания завоевывает доверие качеством и выгодными ценами, выстраивая общее успешное будущее.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,b6cdb80afe44d9f056ad5c4984ed29904cf777446556283373e3839f78b69643,source/detail_pages/detail_9650ce89-bef5-1575-e76b-060ccd6e70fc.html
China Commodity Fair 2026,25–27 августа 2026,"HUAIAN WEIMING INTERNATIONAL TRADING CO., LTD",Huaian Weiming International Trading,"бытовая техника и электроника, товары для дома и кухни",Китай,Москва,"Китай, huaian, No. 4-85, Waterfront Mansion",1E03,1,Бытовая техника и электроника; Товары для дома и кухни,,,,,,https://online.gefera.ru/info/ICF26/catalog/bd8f83f5-c8ef-e7e0-e3bc-812504ca1409/,bd8f83f5-c8ef-e7e0-e3bc-812504ca1409,"Компания «Huai'an Weiming International Trade» основана в 2010 году и специализируется на импорте и экспорте различных товаров и технологий, осуществляя самостоятельные и агентские внешнеторговые операции. Продукция организации экспортируется в Россию, Японию и другие страны.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,17314c120fce8e82c560464654956a96ec7d28a369cb3ea6f4937925bc43be42,source/detail_pages/detail_bd8f83f5-c8ef-e7e0-e3bc-812504ca1409.html
China Commodity Fair 2026,25–27 августа 2026,"HUAYUAN (CANGZHOU) GLASS ARTS&CRAFTS CO., LTD",Huayuan (Cangzhou) Glass Arts&Crafts,товары для дома и кухни,Китай,Москва,"Китай, Cangzhou, No.51 Building 10,Xinyuan district,Qingnian road,dongguang,Hebei,China",1A45,1,Товары для дома и кухни,,HOYEAL,http://www.huayuanglass.com,wenhua@huayuanglass.com,+86(317)7810-005,https://online.gefera.ru/info/ICF26/catalog/a2b16298-35cc-dddd-4203-13589f188a48/,a2b16298-35cc-dddd-4203-13589f188a48,"Компания «Huayuan Glass», основанная в 2000 году, специализируется на выпуске разнообразных изделий из высокоборосиликатного термостойкого стекла. В штате организации трудятся более 200 квалифицированных рабочих, создающих широкий ассортимент посуды: двойные стеклянные кружки, масляно-уксусные бутылки, стеклянные заварочные чайники, всевозможные чашки и кружки для чая или кофе, винные бутылки и многое другое. Продукция фирмы экспортируется в Италию, Германию, Испанию, Россию и другие страны. Высокое качество, разумная цена, своевременная отгрузка и лучший сервис являются неизменными принципами предприятия, которое приглашает посетить завод и рассчитывает на сотрудничество.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ad0787c53ed087f9422af75b42ecf0bac4aa17a7f4a2318c3c2715da00e80845,source/detail_pages/detail_a2b16298-35cc-dddd-4203-13589f188a48.html
China Commodity Fair 2026,25–27 августа 2026,"HUNAN RSLEE CERAMICS CO., LTD",Hunan Rslee Ceramics,"продукты питания, подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, 412200, zhuzhou,liling, dongmentang,yangsanshi",1D48,1,Продукты питания и сельскохозяйственная продукция; Подарки и товары для праздника; Товары для дома и кухни,,,http://www.rslee.com.cn,anna@rslee.com.cn,,https://online.gefera.ru/info/ICF26/catalog/225147ec-6a78-8cc8-6292-8505a230c12f/,225147ec-6a78-8cc8-6292-8505a230c12f,"Компания «Hunan Rslee Ceramic» — профессиональный производитель керамических изделий с богатым опытом в создании разнообразной продукции из этого материала. Предприятие успешно прошло проверки по международным стандартам BSCI и SEDEX. В штате трудится команда профессиональных дизайнеров, которая сосредоточена на разработке серий деколей и новых форм, воплощая в жизнь оригинальные художественные замыслы.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,bc52b82afcf5c30832f50151e980281c677d08b599dace2ff200329650893d0b,source/detail_pages/detail_225147ec-6a78-8cc8-6292-8505a230c12f.html
China Commodity Fair 2026,25–27 августа 2026,Hainago,Hainago,"товары для спорта и фитнеса, одежда и аксессуары, детские товары и игрушки, товары для красоты и здоровья, подарки и товары для праздника",Китай,Москва,"Россия, Moscow, 127015, город Москва, Новодмитровская ул, д. 2 к. 1, помещ. 8/2",1D42,1,Товары для фитнеса и спорта; Одежда и аксессуары; Детские товары и игрушки; Товары для здоровья и красоты; Подарки и товары для праздника; Товары для сада и отдыха на природе; Бытовая техника и электроника; Товары для дома и кухни,,hainago,https://hainago.ru/,mokhnachev.v@hainago.ru,,https://online.gefera.ru/info/ICF26/catalog/1c3b5021-8da5-f777-9b23-433b9e216b83/,1c3b5021-8da5-f777-9b23-433b9e216b83,"Платформа «Hainago» — это B2B-маркетплейс для комплексных поставок товаров из Китая в Россию с мгновенным расчетом стоимости, оплатой в рублях и порогом входа от 30 000 рублей. Работа строится в четыре шага: регистрация, добавление товаров в корзину, оплата счета и получение груза с полным пакетом документов. Клиенты выбирают сервис за легальную доставку с финальной ценой, уже включающей логистику и НДС, прямой выход на заводы, контроль качества с фотоотчетами, поддержку в сертификации и маркировке, ассортимент свыше 100 000 позиций от более чем 800 фабрик и надежные сроки доставки в пределах 30–40 дней. Миссия организации — сделать международный сорсинг простым и прозрачным, чтобы бизнес развивался, а операционные задачи внешней торговли брал на себя «Hainago».",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,effb93ee4ae7d182b6b440f5eaab84d6c9d31f939391aef333ccc48b24609e2a,source/detail_pages/detail_1c3b5021-8da5-f777-9b23-433b9e216b83.html
China Commodity Fair 2026,25–27 августа 2026,"Hangzhou Co-Prosper Imp&Exp Co., Ltd",Hangzhou Co-Prosper Imp&Exp,"одежда и аксессуары, подарки и товары для праздника",Китай,Москва,"Китай, 310014, Hangzhou, Room 319,69# Huancheng North Road,Xiacheng District,Hangzhou,Zhejiang.China",1D38,1,Одежда и аксессуары; Подарки и товары для праздника,,,,cherry.huang@co-prosper.com,,https://online.gefera.ru/info/ICF26/catalog/95a03a81-a18f-c676-e69d-2263bb40c1a3/,95a03a81-a18f-c676-e69d-2263bb40c1a3,"Компания «Hangzhou Co-prosper» — производитель и поставщик высококачественных промо-сумок, за которым стоит команда с более чем десятилетним опытом в индустрии рекламной продукции, сочетающая гибкость нового игрока и надежность зрелого партнера. Ассортимент охватывает косметички, пляжные сумки, тоуты, рюкзаки, термосумки и хозяйственные модели, при разработке которых особое внимание уделяется качеству, износостойкости и внешней привлекательности, а клиентами выступают дистрибьюторы рекламных подарков, косметические бренды и премиальные подарочные компании из Европы, Австралии и других регионов. Среди главных преимуществ — практически нулевой уровень рекламаций благодаря строгому контролю на всех этапах, ответы на запросы в течение суток, прозрачное ценообразование без скрытых наценок и гибкость, позволяющая одинаково эффективно работать с партиями от 500 до 2,5 миллиона единиц. Фирма строит партнерство на доверии, проактивной коммуникации и персональном сопровождении, а свою миссию видит в усилении брендов клиентов, когда их логотип и история попадают в тысячи рук и миллионы глаз.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,be56ca50983bd6752f32efd57b0a8f198512f0c1205b599fe29e3b9aeed16456,source/detail_pages/detail_95a03a81-a18f-c676-e69d-2263bb40c1a3.html
China Commodity Fair 2026,25–27 августа 2026,"Hangzhou Medo Import And Export Co., Ltd",Hangzhou Medo Import And Export,товары для дома и кухни,Китай,Москва,"Китай, 310000, Ханчжоу, D-5, деловой центр долины Сиси, улица Цзыся, 80, город Ханчжоу, провинция Чжэцзян",1C37,1,Товары для дома и кухни,,,http://www.oemdrinkware.com,david@oemdrinkware.com,+86(138)0574-9119,https://online.gefera.ru/info/ICF26/catalog/de7cc3f8-90f0-4c53-9734-8e3be505e747/,de7cc3f8-90f0-4c53-9734-8e3be505e747,"Компания «Hangzhou Medo Import & Export», работающая с 2009 года, является национальным высокотехнологичным предприятием, специализирующимся на разработке, изготовлении и глобальном экспорте премиальных вакуумных термокружек и фляг из нержавеющей стали. Производственная база организации занимает 22 000 квадратных метров и насчитывает 10 стандартизированных цехов, оснащенных автоматическими прецизионными линиями Kawasaki из Японии, бессвинцовыми высоковакуумными печами, 5D-принтерами для криволинейной печати и полностью автоматическим оборудованием, объединенным в интеллектуальную производственную систему. В штате трудятся более 200 специалистов, ежедневный объем выпуска достигает 18 000 единиц, а годовой объем продаж превышает 100 миллионов юаней. Фирма обеспечивает как масштабные стабильные поставки, так и гибкие OEM и ODM решения, удовлетворяя разнообразные запросы клиентов по всему миру.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,2d42f8570a51daafe427bb3129e08bcd87664c39f57e9631311e83452cddf7b1,source/detail_pages/detail_de7cc3f8-90f0-4c53-9734-8e3be505e747.html
China Commodity Fair 2026,25–27 августа 2026,"Hefei Kingshine Metal Product Co., Ltd",Hefei Kingshine Metal Product,"товары для красоты и здоровья, подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Россия, hefei, hefei",1E38,1,Товары для здоровья и красоты; Подарки и товары для праздника; Товары для дома и кухни,,,http://www.hfksgy.com/,,,https://online.gefera.ru/info/ICF26/catalog/10ffb864-da77-f904-5dd4-4a7d2cf2bb98/,10ffb864-da77-f904-5dd4-4a7d2cf2bb98,"«Hefei Kingshine Metal Products» с 2011 года работает в Хэфэе провинции Аньхой как профильный изготовитель упаковки из белой жести. Фирма делает акцент на жестяных коробках и банках по индивидуальному заказу для продуктов питания, оздоровительных средств, подарков и бытовых товаров. В контуре компании сосредоточены собственная разработка, изготовление пресс-форм, серийный выпуск и международный сбыт. Отлаженное производство и обширный парк пресс-форм позволяют вести проекты под ключ — от дизайна до готовой тары. Предприятие имеет право на внешнеторговые операции, экспортирует продукцию в десятки стран и выдерживает жесткие стандарты качества, предлагая заказчикам по всему миру добротную и экономичную металлическую упаковку.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,d9c329f4afc1f892ceea697fc355e9a50effd440708be27452d980f5266877ad,source/detail_pages/detail_10ffb864-da77-f904-5dd4-4a7d2cf2bb98.html
China Commodity Fair 2026,25–27 августа 2026,"Hefei Morningstar Healthmate Fitness Co., Ltd",Hefei Morningstar Healthmate Fitness,"товары для спорта и фитнеса, товары для красоты и здоровья",Китай,Москва,"Китай, HEFEI, HEFEI",1B09,1,Товары для фитнеса и спорта; Товары для здоровья и красоты,,,http://www.Morningstar.com,,,https://online.gefera.ru/info/ICF26/catalog/2b67eeb4-f0d4-a155-4a46-7458cd528a41/,2b67eeb4-f0d4-a155-4a46-7458cd528a41,"Компания «Hefei Chenxing Health-care Products» расположена в городе Хэфэй провинции Аньхой и представляет собой экспортно ориентированное предприятие, специализирующееся на товарах для здоровья и фитнеса. Основу ассортимента организации составляют массажные кресла, массажные устройства, инфракрасные сауны и другое оздоровительное оборудование. Охватывая разработку продукции, сорсинг и глобальные продажи, фирма обладает полным объемом импортно-экспортных прав.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,8e7f3adce88f9a59b61eed0139484dcec5398ad9dc00562b4e58a5356c84f1c4,source/detail_pages/detail_2b67eeb4-f0d4-a155-4a46-7458cd528a41.html
China Commodity Fair 2026,25–27 августа 2026,"Hefei Xunda Packaging Co., Ltd",Hefei Xunda Packaging,"подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, 230041, город Хэфэй, провинция Аньхой, ул. Тяньцзинь, д.28, экономическая зона Баохэ, г. Хэфэй, провинция Аньхой, Китай",1D46,1,Подарки и товары для праздника; Товары для дома и кухни,,,http://hfxdbz.en.alibaba.com,hefeixunda@126.com,,https://online.gefera.ru/info/ICF26/catalog/023e2fda-3666-9572-1f9f-d917de73c641/,023e2fda-3666-9572-1f9f-d917de73c641,"Компания «Hefei Xunda Packaging» основана в 1996 году в Хэфэе, располагает производственными площадями свыше 20 000 квадратных метров и штатом в 120 сотрудников. Это стандартизированный крупносерийный производитель печатной упаковки, оснащенный передовым отечественным оборудованием и имеющий сертификацию ISO9001, знак экологической маркировки Китая и аттестацию стандартизации безопасности производства. Специализируясь на цветной подарочной упаковке, предприятие поддерживает долгосрочные партнерские связи с известными компаниями, а также сотрудничает с Хэфэйским технологическим университетом, Аньхойским университетом и другими вузами в рамках промышленно-университетских исследовательских баз. В активе фирмы звания высокотехнологичного предприятия, специализированного и инновационного предприятия провинции Аньхой, выдающегося печатного предприятия провинции и цифрового цеха Хэфэя. Руководствуясь философией «качество на первом месте, сервис превыше всего», организация поставляет премиальную продукцию и предлагает дальновидные индивидуальные решения, стремясь к взаимовыгодному развитию и лидирующим позициям в печатно-упаковочной индустрии.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,717e37d5354c0381435c47bd6ced8ae6d85b4fb22f4b5f76ef545ecf30702a4d,source/detail_pages/detail_023e2fda-3666-9572-1f9f-d917de73c641.html
China Commodity Fair 2026,25–27 августа 2026,"Huangshan Oustrong Trading Co., Ltd",Huangshan Oustrong Trading,"бытовая техника и электроника, товары для дома и кухни",Китай,Москва,"Китай, HUANGSHAN, HUANGSHAN",1D34,1,Бытовая техника и электроника; Товары для дома и кухни,,,http://www.oustrong.com,,,https://online.gefera.ru/info/ICF26/catalog/5f5509cd-1849-5fff-fbfe-6d6d276c0973/,5f5509cd-1849-5fff-fbfe-6d6d276c0973,"Компания «Huangshan Oqiang Trading» основана в 2017 году в городе Хуаншань провинции Аньхой и является профессиональным внешнеторговым предприятием с полным объемом импортно-экспортных прав. Основная специализация организации охватывает автомобильные и мотоциклетные запчасти, шины, подшипники, скобяные изделия, металлические материалы и автокомплектующие, а также услуги по сорсингу продукции, управлению цепочками поставок и экспортному агентированию. Фирма строго проводит инспекцию качества продукции и поставляет товары по конкурентным ценам для покупателей со всего мира. Приверженная надежному сервису и взаимовыгодному сотрудничеству, компания направляет усилия на установление долгосрочных стабильных партнерских отношений с заказчиками по всему миру.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,a6731ec3cd9a409069ae181fef085c1142449d842b53bbf810886359e9f42515,source/detail_pages/detail_5f5509cd-1849-5fff-fbfe-6d6d276c0973.html
China Commodity Fair 2026,25–27 августа 2026,"Huangshi Fusun Trade Co., Ltd",Huangshi Fusun Trade,товары для дома и кухни,Китай,Москва,"Китай, 435000, HUANGSHI, 20F HUAXUN BUILDING,206 HANGZHOU WEST ROAD, HUANGSHI,HUBEI,CHINA",1D13,1,Товары для дома и кухни,,FUOWN,http://www.fuown.com,fuown@fuown.com,+86(714)6280-080,https://online.gefera.ru/info/ICF26/catalog/4a13d3cd-1526-d4eb-3b1c-8912091d2422/,4a13d3cd-1526-d4eb-3b1c-8912091d2422,"Компания «Fuown» давно специализируется на выпуске и торговле терками из нержавеющей стали, кухонной утварью и столовыми приборами, чья продукция пользуется устойчивым спросом и репутацией в США, Южной Америке (включая Аргентину, Бразилию, Мексику, Чили и Перу), Европе (Великобритания, Германия, Франция, Италия, Польша, Греция), а также в ряде стран Азии и Африки. Предприятие предлагает высокое качество, конкурентные цены, современный дизайн и привлекательную упаковку, а собственные заводы в прибрежной зоне позволяют изготавливать актуальные новинки и индивидуальные образцы под запросы клиентов. Организация имеет сертификацию ISO9001, ISO14001 и санитарно-гигиенические свидетельства, в ее штате трудятся квалифицированная дизайнерская группа с серьезной теоретической и практической подготовкой и надежная команда маркетинга, а производство оснащено оборудованием для изготовления пресс-форм, тестирования и контроля. Фирма работает по принципу «все ради удовлетворенности клиента» и следует курсу «качество на первом месте, сервис превыше всего», ценя обратную связь и приглашая к взаимовыгодному сотрудничеству.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,980014fa4d4ff27dc90144ce6412526bab7d731a8d3b33cb600f41f4ad50e475,source/detail_pages/detail_4a13d3cd-1526-d4eb-3b1c-8912091d2422.html
China Commodity Fair 2026,25–27 августа 2026,"Hunan Province Bidanxi Tea Industry Co., Ltd",Hunan Province Bidanxi Tea Industry,продукты питания,Китай,Москва,"Китай, Иян, провинция Хунань, Китай, Деревня Бидан, поселок Малу, уезд Аньхуа, город Иян, провинция Хунань, Китай",1E12,1,Продукты питания и сельскохозяйственная продукция,,,http://www.bidanxi.com,52504121@qq.com,+86(138)0737-6359,https://online.gefera.ru/info/ICF26/catalog/744e8cd7-40a0-5fbf-e136-0c71aa80511d/,744e8cd7-40a0-5fbf-e136-0c71aa80511d,"Бренд «Bidanxi» восходит к «Чайной фирме Биданьси», появившейся в 18-й год Китайской Республики, а само акционерное предприятие «Hunan Bidanxi Tea Industry» оформилось в 2012 году в уезде Аньхуа с уставным капиталом 5 миллионов юаней. За десять с лишним лет компания превратилась в многопрофильный чайный комплекс, включающий закупку, переработку, сбыт, уход за плантациями, чайный туризм, популяризацию культуры чаепития, ресторанный и гостиничный сервис, и заняла весомые позиции в индустрии. В ее распоряжении 1 185 му садов, из которых 495 му — органика, разбитая на ледниковых тиллитах поселка Малу; используя генофонд крупнолистового юньтайского чая и старинный метод «Печи семи звезд», фирма выпускает свыше 100 сортов темного, черного и зеленого чая, среди которых легендарный скрученный «Король чая», богатый золотистыми цветами Фу Чжуань, упакованный в бамбук Сянцзянь, прозрачный Цинъюнья и рубиновый Чэньхун с продолжительным ароматом. Производство сочетает ручной труд и стандартизированные линии, а предложение для клиентов охватывает готовый опт, подарочные наборы на заказ и частные марки по OEM/ODM-схеме. Иностранных купцов ждут на стенде для дегустации и переговоров ради совместно",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ab763838b2667df80b50fafba2817cfd855594d390ca80e231f935fa485f9899,source/detail_pages/detail_744e8cd7-40a0-5fbf-e136-0c71aa80511d.html
China Commodity Fair 2026,25–27 августа 2026,"Hunan Xianfeng Ceramic Industry Co., Ltd",Hunan Xianfeng Ceramic Industry,товары для дома и кухни,Китай,Москва,"Китай, 412200, Liling, Китай, провинция Хунань, город Лилин, поселок Вансянь, община Вансянь, группа Шантан.",1D18,1,Товары для дома и кухни,,,http://www.xianfeng-ceramic.com,gary.li@xianfeng-ceramic.com; siney.yi@xianfeng-ceramic.com; xf@xianfeng-ceramic.com,+86(136)5733-6625,https://online.gefera.ru/info/ICF26/catalog/4f78f07b-4db8-dd1d-1bde-cef24bc5117b/,4f78f07b-4db8-dd1d-1bde-cef24bc5117b,"Хунаньское предприятие «Xianfeng Ceramics» — это производитель керамики с правом самостоятельного экспорта и импорта. Фирма соединяет научные разработки, выпуск и продажи, делая упор на высококлассный и среднеценовой фарфор для бытового применения. Продукция компании представлена в более чем тридцати странах и регионах, охватывая рынки США, Европы, Японии и Южной Кореи. Организация входит в число проверенных партнеров целого ряда корпораций из рейтинга Fortune 500 и является крупнейшим в мире поставщиком керамических изделий для сети Starbucks.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ce0943419b3e8bf9ffcfd7cabc07c3e46885dc7369664860d374a7a705240e58,source/detail_pages/detail_4f78f07b-4db8-dd1d-1bde-cef24bc5117b.html
China Commodity Fair 2026,25–27 августа 2026,"JIANGSU LEDCO LIGHTING TECH CO., LTD",Jiangsu Ledco Lighting Tech,подарки и товары для праздника,Китай,Москва,"Китай, 224000, YANCHENG, BLDG1、2、4、5 NO1166 SHIZHONG ROAD YANLONG STREET YANDU ZONE YANCHENG",1F12,1,Подарки и товары для праздника,,,http://www.ledcolight.com,,,https://online.gefera.ru/info/ICF26/catalog/514a2687-2520-3355-519f-6e7c197e9005/,514a2687-2520-3355-519f-6e7c197e9005,"Компания «Jiangsu LEDCO Lighting Technology» основана в 1996 году и до января 2020 года работала под прежним названием «Jiangsu Feitian Lighting Technology». Предприятие объединяет разработку, производство и сбыт светотехнической продукции и расположено в городе Яньчэн неподалеку от Шанхая. Фирма специализируется на декоративной светодиодной подсветке для внутреннего и уличного применения, включая LED-гирлянды, световые занавесы, бахрому, дюралайт, мотивы и различные RGB-эффекты. Завод размещается в просторном корпусе площадью 35 000 квадратных метров, штат насчитывает 200 сотрудников, а технический парк включает автоматические линии сварки, сборки, литья под давлением, изготовления дюралайта, упаковки и цех по созданию световых фигур при научной системе управления международного уровня. Около 90% продаж ориентировано на европейский рынок, при этом 80% продукции предназначено для наружного использования и 20% поступает в розничные сети супермаркетов. Организация поддерживает строгую систему менеджмента качества, располагая сертификатами CE, LVD, EMC, ROHS, REACH, ISO9001 и BSCI, и ежегодно выпускает изделия собственной разработки, защищенные патентами.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,082cbb2a5ed0886002e6a37c337c818baf8478ad793be0b50ef7777c4fd684c1,source/detail_pages/detail_514a2687-2520-3355-519f-6e7c197e9005.html
China Commodity Fair 2026,25–27 августа 2026,"JIANGSU XINGDA STATIONERY GROUP CO., LTD",Jiangsu Xingda Stationery Group,подарки и товары для праздника,Китай,Москва,"Китай, YIXING, 0510-87571888",1C26,1,Подарки и товары для праздника,,,http://www.cnxingda.com.cn,,,https://online.gefera.ru/info/ICF26/catalog/53ef9944-15bc-7642-4585-12908d976554/,53ef9944-15bc-7642-4585-12908d976554,"Компания «Jiangsu Xingda Stationery Group», ведущая свою историю с 1978 года и официально зарегистрированная как группа в 2005 году, базируется в Исине провинции Цзянсу. Накопив почти полувековой опыт изготовления клеев, организация является международным профессиональным производителем и поставщиком канцелярских клеев, художественных материалов и офисных принадлежностей. Уставной капитал предприятия составляет 100,8 миллиона юаней, штат насчитывает более 600 сотрудников, территория занимает 60 гектаров, площадь стандартизированных производственных цехов достигает 80 000 квадратных метров, а парк оборудования превышает 600 единиц, что обеспечивает годовую мощность в 28 000 тонн. Ассортимент включает твердый клей, жидкий клей, клей ПВА, силикон, клей для рукоделия, мелки, краски, чистящие принадлежности, офисные товары и продукцию для творчества. Продукция фирмы экспортируется в более чем 100 стран, включая США, Германию, Великобританию, Италию, Австрию и Мексику, а сама корпорация выступает привилегированным партнером таких брендов, как ELMER'S, ALEENE'S, TESA и UHU, одновременно являясь крупнейшим поставщиком для лидеров китайской отрасли. Организация прошла сертификацию по станда",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,eca94b4f1e472145762ec7d1bd632c828fb5581f528f6f46c57482c934b5d367,source/detail_pages/detail_53ef9944-15bc-7642-4585-12908d976554.html
China Commodity Fair 2026,25–27 августа 2026,"JIANGSU XINGSHENG BRUSH CO., LTD",Jiangsu Xingsheng Brush,товары для дома и кухни,Китай,Москва,"Китай, 225000, YANGZHOU, GUANGLING QU, YANGZHOU,JIANGSU",1D02,1,Товары для дома и кухни,,СИНШЕНГ,http://www.xingsheng.com.cn,brush2@xingsheng.com.cn,,https://online.gefera.ru/info/ICF26/catalog/8976c454-4b5e-7487-d8e6-b0fca004de05/,8976c454-4b5e-7487-d8e6-b0fca004de05,"Компания «Jiangsu Xingsheng Brush», основанная в 1996 году, является широко известным в Китае профессиональным производителем зубных щеток. Предприятие обладает сертификацией FDA, ISO9000, ISO14000, OHSAS18000, а также прошло аудиты GMP, BRC, BSCI, Disney и Universal Pictures. Организация выступила одним из главных разработчиков национальных стандартов на зубные щетки, детские зубные щетки и щетки с коническим волокном. Для выпуска продукции фирма внедрила передовое оборудование из Германии и Южной Кореи, освоив изготовление средне- и высококлассных щеток различных спецификаций. Ассортимент насчитывает шесть серий и свыше 230 разновидностей, а портфель интеллектуальной собственности включает множество патентов на полезные модели и промышленные образцы. Годовые производственные мощности достигают 300 миллионов единиц. Бренд «Xingsheng» завоевал звания известного китайского бренда и признанного товарного знака, а охват терминальных каналов удерживает лидирующие позиции в отрасли. Параллельно корпорация активно осваивает международные рынки Европы, Америки и Африки, обладая мощными возможностями в сфере OEM и ODM производства.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,a4c431275a9da6d331f15822adeef895362f8c17b563ccaa45dff89024dcc37b,source/detail_pages/detail_8976c454-4b5e-7487-d8e6-b0fca004de05.html
China Commodity Fair 2026,25–27 августа 2026,"JIAXING FARO HOUSEWARES CO., LTD",Jiaxing Faro Housewares,товары для дома и кухни,Китай,Москва,"Китай, JIAXING, No. 800 Chuangye Road, Tongyuan Town, Jiaxing City, Zhejiang Province",1C05,1,Товары для дома и кухни,,,,,,https://online.gefera.ru/info/ICF26/catalog/692a8e38-3cde-af7f-b31a-550ec79e2434/,692a8e38-3cde-af7f-b31a-550ec79e2434,"Компания «Jiaxing Faro Housewares» — профессиональный китайский производитель гладильных досок с 22-летним экспортным опытом, имеющий сертификацию ISO9001 и EN131-2. Предприятие выпускает разнообразные гладильные доски из сетчатых и пластиковых материалов на производственной площадке площадью 8 000 квадратных метров с годовым оборотом 7 000 долларов США. Высокое качество и конкурентные цены делают продукцию востребованной в Японии, Испании, США, Италии и Германии.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,786a4f04e4e64952091bc989526ac8306e2998eb26f898d504ce5306934219d2,source/detail_pages/detail_692a8e38-3cde-af7f-b31a-550ec79e2434.html
