event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,company_inn
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ALBERELLO,Alberello,"одежда, аксессуары",Россия,,,15C01,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,ALBERELLO,,,+7 495 955 91 99,https://md.expodat.com/companies/company/32408-alberello.html,32408,ALBERELLO | Россия | 15C01,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,76c3fbfe71319133411f246f8f8b04f08bdb660248860b8b7946b35630ea7021,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ALEXANDER BOGDANOV,Alexander Bogdanov,одежда,Россия,,,14D20,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","ALEXANDER BOGDANOV – дизайнерский бренд женской одежды класса middle+ «Романтика – глубже, чем просто стиль. Это про ценности, про чувства, про душу! При создании каждой коллекции главный фокус - на наш уникальный дизайн и качество моделей. Мы создаем не просто одежду, а стремимся дарить эмоции, схожие с посещением картинной галереи». Александр Богданов – дизайнер, основатель бренда ALEXANDER BOGDANOV",ALEXANDER BOGDANOV,https://alexanderbogdanov.com,info@bgd-bogdanov.com,+7 495 955 91 99,https://md.expodat.com/companies/company/18780-alexander-bogdanov.html,18780,"ALEXANDER BOGDANOV | Россия | 14D20 | ALEXANDER BOGDANOV – дизайнерский бренд женской одежды класса middle+ «Романтика – глубже, чем просто стиль. Это про ценности, про чувства, про душу! При создании каждой коллекции главный фокус - на наш уникальный дизайн и качество моделей. Мы создаем не просто одежду, а стремимся дарить эмоции, схожие с посещением картинной галереи». Александр Богданов – дизайнер, основатель бренда ALEXANDER BOGDANOV | https://alexanderbogdanov.com | info@bgd-bogdanov.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,c07a34b009d289113ec93054339cbdf391d43213d8db2a0fd4adcb7512fbb2ce,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ALEXANDER-TS,Alexander-Ts,"одежда, аксессуары",Россия,,,15А84,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,ALEXANDER-TS,,,+7 495 955 91 99,https://md.expodat.com/companies/company/36008-alexander-ts.html,36008,ALEXANDER-TS | Россия | 15А84,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,2adde7b254c005125d8defb8e5016e31a4b597125bb343833976672cc7b6d7dc,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ALIVLOOK,Alivlook,одежда,Россия,,,14Е01,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Наша история началась в 2014 году в Санкт Петербурге. Бренд ALIVLOOK с сильной профессиональной этикой возник в уникальном месте, чтобы предложить изысканный, утонченный стиль, роскошную одежду для женщин всех поколений. Утонченная и элегантная женщина - выбор ALIVLOOK. Наша история началась в 2014 году в Санкт Петербурге. Бренд ALIVLOOK с сильной профессиональной этикой возник в уникальном месте, чтобы предложить изысканный, утонченный стиль, роскошную одежду для женщин всех поколений. Утонченная и элегантная женщина - выбор ALIVLOOK. Бренд выбирает элегантность, далекую от единообразия. Эксклюзивный современный стиль, предлагающий как функциональность, так и эстетику. Мастерство является абсолютным достоянием ALIVLOOK. Наше производство отличается балансом качества и стиля продукта. В изделиях ALIVLOOK много ручного труда в гармоничном сочетании с новыми инновационными технологиями производства. Наша любовь к совершенству соответствуют современному дизайну. Внимание к деталям это прежде всего выбор лучшего сырья, а затем обеспечение качества на каждом этапе производства. ALIVLOOK выбирает для своих коллекций только эксклюзивные ткани, от лучших мировых производителей. https://alivlook.com/ https://t.me/Alivlookmanager",ALIVLOOK,https://alivlook.com,info@alivlook.com,+7 921 932-37-02,https://md.expodat.com/companies/company/18759-alivlook.html,18759,"ALIVLOOK | Россия | 14Е01 | Наша история началась в 2014 году в Санкт Петербурге. Бренд ALIVLOOK с сильной профессиональной этикой возник в уникальном месте, чтобы предложить изысканный, утонченный стиль, роскошную одежду для женщин всех поколений. Утонченная и элегантная женщина - выбор ALIVLOOK. Наша история началась в 2014 году в Санкт Петербурге. Бренд ALIVLOOK с сильной профессиональной этикой возник в уникальном месте, чтобы предложить изысканный, утонченный стиль, роскошную одежду для женщин всех поколений. Утонченная и элегантная женщина - выбор ALIVLOOK. Бренд выбирает элегантность, далекую от единообразия. Эксклюзивный современный стиль, предлагающий как функциональность, так и эстетику. Мастерство является абсолютным достоянием ALIVLOOK. Наше производство отличается балансом качества и стиля продукта. В изделиях ALIVLOOK много ручного труда в гармоничном сочетании с новыми инновационными технологиями производства. Наша любовь к совершенству соответствуют современному дизайну. Внимание к деталям это прежде всего выбор лучшего сырья, а затем обеспечение качества на каждом этапе производства. ALIVLOOK выбирает для своих коллекций только эксклюзивные ткани, от лучших мировых",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,b2bbba464008c9976204d1c625931ecd13d127ad46498ecad4e6a4073facf491,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ALİPAŞA KÜRK DERİ TEKS.TURİZM SAN.VE TİC.LTD.ŞTİ.,Ali̇paşa Kürk Deri̇ Teks.Turi̇zm San.Ve Ti̇c.Ltd.Şti̇.,"изделия из кожи и меха, одежда",Испания,,,13E48,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Наша компания специализируется на одежде из кожи, меха и шкур диких животных для мужчин и женщин, предлагая такие изделия, как пальто, куртки, пальто и жилеты.",ALİPAŞA KÜRK DERİ TEKS.TURİZM SAN.VE TİC.LTD.ŞTİ.,http://www.alipasa.com,info@alipasa.com,05327088772,https://md.expodat.com/companies/company/41395-ali-pa-a-k-rk-deri-teks-turi-zm-san-ve-ti-c-ltd-ti.html,41395,"ALİPAŞA KÜRK DERİ TEKS.TURİZM SAN.VE TİC.LTD.ŞTİ. | Испания | 13E48 | Наша компания специализируется на одежде из кожи, меха и шкур диких животных для мужчин и женщин, предлагая такие изделия, как пальто, куртки, пальто и жилеты. | http://www.alipasa.com | info@alipasa.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,32cf134eaf19d62a1f91d77d578b5aa1c49d449c16062b7c13d5f2ff9f0748ca,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ALLEGRA B2B AGENCY,Allegra B2B Agency,,Россия,,,13C39,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Мы создавали MERCURY и ЦУМ с 1998 года. Открыли более 60 люксовых бутиков по миру. Продадим ваш бренд в лучшие бутики России и Италии, За плечами Marangoni и МВА. Мы обладаем экспертизой в таких областях как стратегии продаж, маркетинг, организации модных мероприятий и PR. Мы создавали MERCURY и ЦУМ с 1998 года. Открыли более 60 люксовых бутиков по миру. Продадим ваш бренд в лучшие бутики России и Италии, За плечами Marangoni и МВА. Мы обладаем экспертизой в таких областях как стратегии продаж, маркетинг, организации модных мероприятий и PR. Мы помогаем нашим клиентам переосмыслить возможности их бренда, а затем разрабатываем решения, основанные на выбранной стратегии. Наша цель — предоставить пространство, инструменты и профессионалов для достижения ваших конкретных целей. Предоставляя индивидуальные консультации и услуги в области продаж и продвижения, мы создаем необходимую связь с ключевыми международными рынками через нашу сеть и обширный опыт в сфере продаж и PR в моде.",ALLEGRA B2B AGENCY,https://allegrab2b.agency/,info@allegrab2b.agency,+79851405428,https://md.expodat.com/companies/company/31631-allegra-b2b-agency.html,31631,"ALLEGRA B2B AGENCY | Россия | 13C39 | Мы создавали MERCURY и ЦУМ с 1998 года. Открыли более 60 люксовых бутиков по миру. Продадим ваш бренд в лучшие бутики России и Италии, За плечами Marangoni и МВА. Мы обладаем экспертизой в таких областях как стратегии продаж, маркетинг, организации модных мероприятий и PR. Мы создавали MERCURY и ЦУМ с 1998 года. Открыли более 60 люксовых бутиков по миру. Продадим ваш бренд в лучшие бутики России и Италии, За плечами Marangoni и МВА. Мы обладаем экспертизой в таких областях как стратегии продаж, маркетинг, организации модных мероприятий и PR. Мы помогаем нашим клиентам переосмыслить возможности их бренда, а затем разрабатываем решения, основанные на выбранной стратегии. Наша цель — предоставить пространство, инструменты и профессионалов для достижения ваших конкретных целей. Предоставляя индивидуальные консультации и услуги в области продаж и продвижения, мы создаем необходимую связь с ключевыми международными рынками через нашу сеть и обширный опыт в сфере продаж и PR в моде. | https://allegrab2b.agency/ | info@allegrab2b.agency",parsed_detail,products,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,d47ea036db2af840043544e1f1707213356ca5e1ce872192a57627b701a79516,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,Alpecora,Alpecora,одежда,Россия,,,14F20 / 14G21,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Alpecora – российский бренд одежды для осознанных женщин, ценящих тактильность натуральных тканей и продуманный гардероб. Высокое качество посадки, пошива и дизайна – приоритеты Alpecora, которые обеспечивают женщине комфорт, элегантность и возможность оставаться собой.",Alpecora,https://alpecora.ru/,info@alpecora.ru,+7 (499) 649 71 81,https://md.expodat.com/companies/company/18849-kampotex.html,18849,"Alpecora | Россия | 14F20 / 14G21 | Alpecora – российский бренд одежды для осознанных женщин, ценящих тактильность натуральных тканей и продуманный гардероб. Высокое качество посадки, пошива и дизайна – приоритеты Alpecora, которые обеспечивают женщине комфорт, элегантность и возможность оставаться собой. | https://alpecora.ru/ | info@alpecora.ru",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,7c4571f9bf9b6ddaed4a14fc5082270838aecc94a6dfeb5932fe9fef9fbca848,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ALPEX,ALPEX,"текстиль и трикотаж, одежда",Россия,,,15А29,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","ALPEX — российский производитель одежды, основанный в 1997 году. Бренд более 30 лет развивает собственное швейное производство в России и стабильно присутствует на рынке как надёжный поставщик качественной одежды в ценовом сегменте средний плюс. ALPEX — российский производитель одежды, основанный в 1997 году. Бренд более 30 лет развивает собственное швейное производство в России и стабильно присутствует на рынке как надёжный поставщик качественной одежды в ценовом сегменте средний плюс. Ассортимент и фокус коллекций Ключевое направление ALPEX — верхняя одежда: демисезонные и зимние куртки, пальто и ветровки. В коллекциях сочетаются практичные силуэты и актуальные детали: продуманные капюшоны, ветрозащитные планки на магнитах, эргономичные карманы, регулируемые элементы. Помимо верхней одежды, бренд выпускает базовые изделия для формирования капсульного гардероба: брюки, шорты, трикотаж (свитшоты, худи, толстовки), утеплённые жилеты, трикотажные костюмы. Коллекции разрабатываются для женщин и мужчин — это позволяет предлагать партнёрам комплексные решения для разных сегментов аудитории. Производство и контроль качества Производство локализовано в России в г. Орел, что даёт полный контроль над всеми этапами: от подбора материалов до финальной упаковки. На каждом этапе действует многоступенчатый контроль: входной контроль тканей и фурнитуры; проверка кроя и совмещения деталей; контроль швов, строчки и обработки краёв; финальная инспекция готовых изделий. Такой подход минимизирует брак и обеспечивает стабильное качество партий, что особенно важно для оптовых партнёров и маркетплейсов. Материалы и технологии ALPEX делает ставку на современные технологичные ткани с функциональными свойствами: водоотталкивающие и ветрозащитные покрытия TEFLON, DWR, DOUBLE WR, OIL SIRA; дышащие курточные ткани с мембранным покрытием, включая хлопкосодержащие ткани для ветровок; утепляющие слои с высокой теплоизоляцией и малым весом; износостойкие полотна, устойчивые к пиллингу и деформации. В коллекциях используются качественные утеплители, надёжная фурнитура (молнии, кнопки, магниты), а также продуманные конструктивные решения: регулировка объёма, вентиляционные клапаны, внутренние и потайные карманы и другие детали, повышающие комфорт в носке. Дизайн и позиционирование Дизайн-подход ALPEX строится на балансе между классическими трендами и долговечностью: модели создаются так, чтобы оставаться актуальными несколько сезонов и легко встраиваться в повседневные образы. Палитра строится вокруг универсальных базовых оттенков (чёрный, серый, бежевый, тёмно-синий и оливковый) с сезонными акцентными цветами — например, фисташковым, табачным, коричневым и бордовым Философия бренда — «Создано для тех, кто ценит качество»: ALPEX ориентирован на покупателей, которым важны не только стиль, но и практичность, комфорт и долгий срок службы вещей.",ALPEX,https://alpex.su/,gane13@yandex.ru; alpex-3@mail.ru,+7 (495) 640-15-68,https://md.expodat.com/companies/company/40381-alpex.html,40381,"ALPEX | Россия | 15А29 | ALPEX — российский производитель одежды, основанный в 1997 году. Бренд более 30 лет развивает собственное швейное производство в России и стабильно присутствует на рынке как надёжный поставщик качественной одежды в ценовом сегменте средний плюс. ALPEX — российский производитель одежды, основанный в 1997 году. Бренд более 30 лет развивает собственное швейное производство в России и стабильно присутствует на рынке как надёжный поставщик качественной одежды в ценовом сегменте средний плюс. Ассортимент и фокус коллекций Ключевое направление ALPEX — верхняя одежда: демисезонные и зимние куртки, пальто и ветровки. В коллекциях сочетаются практичные силуэты и актуальные детали: продуманные капюшоны, ветрозащитные планки на магнитах, эргономичные карманы, регулируемые элементы. Помимо верхней одежды, бренд выпускает базовые изделия для формирования капсульного гардероба: брюки, шорты, трикотаж (свитшоты, худи, толстовки), утеплённые жилеты, трикотажные костюмы. Коллекции разрабатываются для женщин и мужчин — это позволяет предлагать партнёрам комплексные решения для разных сегментов аудитории. Производство и контроль качества Производство локализовано в России в г.",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,581760f206ec78fced0d83b9dd20d1bb5b27650e1365a66b3680a995d851cc74,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,AND THE BRAND,And The Brand,"одежда, аксессуары",Россия,,,14B81,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,AND THE BRAND,,,+7 495 955 91 99,https://md.expodat.com/companies/company/41473-and-the-brand.html,41473,AND THE BRAND | Россия | 14B81,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,7ae5e69fbf91ddab5d96efe479b28bfa555287a27f4e447de0d0f4a323214b98,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ANDREW WHITE DESIGN,Andrew White Design,"одежда, аксессуары",Россия,,,15A59,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",ANDREW WHITE DESIGN,ANDREW WHITE DESIGN,http://www.accessories-111.ru,akceccuar@mail.ru,+7 495 955 91 99,https://md.expodat.com/companies/company/19920-andrew-white-design.html,19920,ANDREW WHITE DESIGN | Россия | 15A59 | ANDREW WHITE DESIGN | http://www.accessories-111.ru | akceccuar@mail.ru,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,63aaf2d932e65d8aa1e728b6159b575eefc7945a13f250fc9c013d50f1817596,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,ANEKKE,Anekke,"одежда, аксессуары",Испания,,,13C35,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Anekke — это флагманский бренд компании Azzar Group, сыгравший ключевую роль в значительном расширении компании за последние годы. Бренд движим сильными женскими ценностями, которые Anekke с гордостью представляет: независимость и смелость, мечтательность, путешествия и саморазвитие, а также радость от общения и обмена впечатлениями. Anekke выпускает две коллекции каждый сезон: одну, вдохновлённую ценностями культовой женщины, и другую, основанную на путешествии и пережитых эмоциях. Адаптируя тему каждой коллекции к различным форматам сумок,",ANEKKE,http://www.anekke.com,sales@azzargroup.com; sales@theshoeroom.biz; contact@theshoeroom.biz,+34 966 299 139,https://md.expodat.com/companies/company/34178-anekke.html,34178,"ANEKKE | Испания | 13C35 | Anekke — это флагманский бренд компании Azzar Group, сыгравший ключевую роль в значительном расширении компании за последние годы. Бренд движим сильными женскими ценностями, которые Anekke с гордостью представляет: независимость и смелость, мечтательность, путешествия и саморазвитие, а также радость от общения и обмена впечатлениями. Anekke выпускает две коллекции каждый сезон: одну, вдохновлённую ценностями культовой женщины, и другую, основанную на путешествии и пережитых эмоциях. Адаптируя тему каждой коллекции к различным форматам сумок, | http://www.anekke.com | sales@azzargroup.com; sales@theshoeroom.biz; contact@theshoeroom.biz",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,b5d7a4d64525ecf9ad96b383cd3ea26487c30512b69233a13d3f4ff8126553ea,
